chr	strand	start	end	gene_id	gene_symbol	omega
14	-	102501760	102509799	ENSG00000156381.8	ANKRD9	2.43705
10	+	104122058	104126385	ENSG00000156384.14	SFR1	7.10232
10	+	104641101	105265235	ENSG00000156395.12	SORCS3	0
10	+	102714538	102743492	ENSG00000156398.12	SFXN2	1.45076
14	-	103912288	103928269	ENSG00000156411.9	C14orf2	47.8007
19	-	5830610	5839731	ENSG00000156413.13	FUT6	0
14	+	103928462	104052667	ENSG00000156414.18	TDRD9	0
5	+	171419656	171457623	ENSG00000156427.7	FGF18	0.171361
5	-	141853111	141879246	ENSG00000156453.13	PCDH1	0
5	+	145936579	146081791	ENSG00000156463.17	SH3RF2	0
8	-	96142330	96160792	ENSG00000156466.9	GDF6	0
8	-	96225920	96235634	ENSG00000156467.9	UQCRB	59.3469
8	-	96239398	96261610	ENSG00000156469.8	MTERF3	18.0825
8	+	96261715	96336995	ENSG00000156471.12	PTDSS1	6.4803
5	-	146581146	147084784	ENSG00000156475.18	PPP2R2B	0.082815
8	-	98024851	98046469	ENSG00000156482.10	RPL30	902.009
8	+	98427022	98432848	ENSG00000156486.7	KCNS2	0
X	+	134796789	134854610	ENSG00000156500.14	FAM122C	0.115155
10	+	69180232	69209099	ENSG00000156502.13	SUPV3L1	23.1379
X	-	134769566	134797232	ENSG00000156504.16	FAM122B	35.18
8	-	100133360	100145800	ENSG00000156509.13	FBXO43	0
10	+	69220303	69267559	ENSG00000156510.12	HKDC1	0
10	+	69269984	69401882	ENSG00000156515.21	HK1	101.987
10	-	70137981	70146676	ENSG00000156521.13	TYSND1	7.8583
X	+	134373253	134428791	ENSG00000156531.16	PHF6	57.3237
6	+	73695785	73828316	ENSG00000156535.13	CD109	10.5581
6	-	40391586	40587465	ENSG00000156564.8	LRFN2	0
10	-	70432315	70447951	ENSG00000156574.9	NODAL	0
11	-	57376769	57381150	ENSG00000156575.2	PRG3	0
11	-	57551656	57568284	ENSG00000156587.15	UBE2L6	182.136
11	+	57667747	57701187	ENSG00000156599.10	ZDHHC5	94.603
11	-	57703714	57712221	ENSG00000156603.14	MED19	12.944
6	+	37819499	38154624	ENSG00000156639.11	ZFAND3	73.2194
15	-	73560014	73634134	ENSG00000156642.16	NPTN	43.7648
10	+	74825582	75032622	ENSG00000156650.12	KAT6B	55.2702
10	+	75099586	75182123	ENSG00000156671.12	SAMD8	43.9018
8	-	37858618	37899467	ENSG00000156675.15	RAB11FIP1	36.8803
8	+	35235457	35796550	ENSG00000156687.10	UNC5D	0
11	-	58834065	58904215	ENSG00000156689.6	GLYATL2	0
X	+	129906121	129929761	ENSG00000156697.12	UTP14A	27.1309
X	-	130129362	130165887	ENSG00000156709.13	AIFM1	70.5648
6	+	36127809	36144524	ENSG00000156711.16	MAPK13	9.15918
8	+	38176533	38213301	ENSG00000156735.10	BAG4	33.2437
11	+	60455752	60470760	ENSG00000156738.17	MS4A1	479.401
8	+	123041968	123152153	ENSG00000156787.16	TBC1D31	7.50178
8	+	123416725	123467230	ENSG00000156795.6	WDYHV1	11.7599
8	-	123319850	123416350	ENSG00000156802.12	ATAD2	85.3636
8	-	123497889	123541206	ENSG00000156804.7	FBXO32	2.35393
8	+	125091679	125367120	ENSG00000156831.7	NSMCE2	11.5373
16	-	30602558	30624012	ENSG00000156853.12	ZNF689	10.7895
16	+	30650717	30656440	ENSG00000156858.11	PRR14	26.6303
16	+	30658431	30670814	ENSG00000156860.15	FBRS	38.9913
1	-	99708703	99766631	ENSG00000156869.12	FRRS1	0
16	+	30748270	30761176	ENSG00000156873.15	PHKG2	4.2804
1	+	100038097	100083377	ENSG00000156875.13	MFSD14A	71.9025
1	-	100083563	100132955	ENSG00000156876.9	SASS6	13.2763
16	-	31427731	31428428	ENSG00000156885.5	COX6A2	0
16	+	31393312	31426505	ENSG00000156886.11	ITGAD	0
X	+	136300963	136416888	ENSG00000156920.10	ADGRG4	0
X	+	137566142	137577691	ENSG00000156925.11	ZIC3	0.0142761
7	+	23298739	23311729	ENSG00000156928.4	MALSU1	18.9253
3	+	184812143	185052614	ENSG00000156931.15	VPS8	8.33801
15	+	49155656	49367869	ENSG00000156958.14	GALK2	17.7184
3	-	9498361	9553802	ENSG00000156959.8	LHFPL4	0
2	+	231395543	231401164	ENSG00000156966.6	B3GNT7	8.50008
16	+	15395754	15413268	ENSG00000156968.8	MPV17L	4.72327
15	+	40161023	40221136	ENSG00000156970.12	BUB1B	53.5364
2	-	231732425	231786272	ENSG00000156973.13	PDE6D	32.4613
3	+	186783205	186789900	ENSG00000156976.15	EIF4A2	107.097
3	+	9731729	9748018	ENSG00000156983.15	BRPF1	16.7988
3	-	9837849	9844602	ENSG00000156990.14	RPUSD3	36.2545
3	-	187668906	187670399	ENSG00000157005.3	SST	0
3	+	10248023	10281218	ENSG00000157014.10	TATDN2	23.5008
3	-	10285675	10292947	ENSG00000157017.15	GHRL	0.042805
3	-	10293131	10321178	ENSG00000157020.17	SEC13	83.0014
3	+	38496127	38542161	ENSG00000157036.12	EXOG	3.24076
16	-	15037853	15056079	ENSG00000157045.8	NTAN1	20.9471
1	-	182899865	182953525	ENSG00000157060.15	SHCBP1L	0
1	-	183248237	183418602	ENSG00000157064.10	NMNAT2	0.17272
1	+	52142094	52346686	ENSG00000157077.14	ZFYVE9	1.03428
3	-	10324023	10708031	ENSG00000157087.16	ATP2B2	0
3	-	42397078	42410600	ENSG00000157093.8	LYZL4	0
3	+	10992724	11039247	ENSG00000157103.10	SLC6A1	0
16	-	18804853	18926454	ENSG00000157106.16	SMG1	20.7658
5	+	72955981	73090522	ENSG00000157107.13	FCHO2	0.118422
8	+	30384479	30572261	ENSG00000157110.15	RBPMS	0.61012
5	+	73120292	73131817	ENSG00000157111.12	TMEM171	0
3	+	42685519	42692544	ENSG00000157119.11	KLHL40	0
1	+	56854806	56918221	ENSG00000157131.10	C8A	0
3	-	12153051	12159351	ENSG00000157150.4	TIMP4	0
3	+	12004402	12191400	ENSG00000157152.16	SYN2	0
8	+	31639386	32767959	ENSG00000157168.18	NRG1	0
1	+	186375838	186421378	ENSG00000157181.15	C1orf27	8.45004
1	+	53196429	53214197	ENSG00000157184.6	CPT2	21.3914
1	+	16440672	16460078	ENSG00000157191.19	NECAP2	70.5294
1	-	53242364	53328070	ENSG00000157193.15	LRP8	12.7701
1	-	54132968	54153770	ENSG00000157211.11	CDCP2	0
7	-	154943687	155003084	ENSG00000157212.18	PAXIP1	0.0157245
7	+	90167590	90238137	ENSG00000157214.13	STEAP2	0.527973
1	-	54225432	54413479	ENSG00000157216.15	SSBP3	25.9493
7	+	155070324	155085749	ENSG00000157219.3	HTR5A	0
7	+	90383721	90513402	ENSG00000157224.15	CLDN12	16.381
14	+	22836557	22849027	ENSG00000157227.12	MMP14	0.516724
7	+	91264364	91271326	ENSG00000157240.3	FZD1	3.75083
7	+	92447453	92458836	ENSG00000157259.6	GATAD1	28.088
9	+	93058688	93085138	ENSG00000157303.10	SUSD3	14.131
16	-	69343248	69351809	ENSG00000157315.4	TMED6	0
16	+	69950705	69964452	ENSG00000157322.17	CLEC18A	0
14	+	23953586	23969279	ENSG00000157326.18	DHRS4	17.3722
1	+	12746215	12763699	ENSG00000157330.9	C1orf158	0.107083
16	+	70173322	70187361	ENSG00000157335.20	CLEC18C	0
6	+	35737032	35749079	ENSG00000157343.8	ARMC12	0.148024
16	+	70289663	70335283	ENSG00000157349.16	DDX19B	34.1865
16	-	70375978	70439237	ENSG00000157350.12	ST3GAL2	83.5825
16	+	70454421	70480274	ENSG00000157353.16	FUK	1.26847
16	+	70579895	70660682	ENSG00000157368.10	IL34	0
14	-	24290598	24299833	ENSG00000157379.13	DHRS1	5.70562
3	+	53328963	53813733	ENSG00000157388.14	CACNA1D	0
X	-	2934632	2968310	ENSG00000157399.14	ARSE	0
4	+	54657918	54740715	ENSG00000157404.15	KIT	0.0484828
16	-	70807378	71230722	ENSG00000157423.17	HYDIN	0.0346306
4	-	56338287	56387508	ENSG00000157426.13	AASDH	5.33329
16	-	71464555	71565089	ENSG00000157429.15	ZNF19	0.433186
3	+	54122547	55074557	ENSG00000157445.14	CACNA2D3	0
15	+	58865175	59097419	ENSG00000157450.15	RNF111	19.7448
15	+	59105078	59125045	ENSG00000157456.7	CCNB2	47.2567
15	+	59372693	59523549	ENSG00000157470.11	FAM81A	12.9437
15	-	59132434	59372900	ENSG00000157483.8	MYO1E	135.115
3	+	57227737	57273468	ENSG00000157500.10	APPL1	100.313
X	+	106168305	106208956	ENSG00000157502.13	MUM1L1	0
5	+	149271871	149341802	ENSG00000157510.13	AFAP1L1	0
X	-	107713221	107777342	ENSG00000157514.16	TSC22D3	39.8139
21	-	37223420	37267919	ENSG00000157538.13	DSCR3	72.9587
21	+	37365790	37517450	ENSG00000157540.19	DYRK1A	10.7888
21	-	37607376	37916446	ENSG00000157542.9	KCNJ6	0
21	+	38157034	38307357	ENSG00000157551.17	KCNJ15	0.819734
21	-	38380027	38661780	ENSG00000157554.18	ERG	0
21	+	38805307	38824955	ENSG00000157557.11	ETS2	7.47149
11	+	44726465	44932421	ENSG00000157570.11	TSPAN18	0.711295
21	-	39405844	39445805	ENSG00000157578.13	LCA5L	0
6	-	44254096	44257890	ENSG00000157593.17	SLC35B2	36.5495
X	+	110002631	110182734	ENSG00000157600.11	TMEM164	10.089
21	+	41420304	41459214	ENSG00000157601.13	MX1	525.447
11	+	46277661	46321422	ENSG00000157613.10	CREB3L1	3.28427
21	-	41885112	41953890	ENSG00000157617.16	C2CD2	10.9909
X	-	30827442	30975084	ENSG00000157625.15	TAB3	39.2633
17	-	81245000	81295547	ENSG00000157637.12	SLC38A10	27.8701
9	+	113410054	113429684	ENSG00000157653.11	C9orf43	0.803715
9	+	109780309	110172512	ENSG00000157654.17	PALM2-AKAP2	0
9	+	113876282	114056591	ENSG00000157657.14	ZNF618	0
7	-	137381037	137847092	ENSG00000157680.15	DGKI	0.444391
9	+	114611206	114646422	ENSG00000157693.14	C9orf91	19.2861
7	-	138594285	138701352	ENSG00000157703.15	SVOPL	0
15	+	64151715	64157481	ENSG00000157734.13	SNX22	5.27351
7	+	139230356	139308236	ENSG00000157741.14	UBN2	0.477145
7	-	140719327	140924764	ENSG00000157764.12	BRAF	39.6924
4	+	25655301	25678748	ENSG00000157765.11	SLC34A2	0.0419317
15	+	88803443	88875354	ENSG00000157766.15	ACAN	0.0079219
7	-	1567330	1571005	ENSG00000157778.8	PSMG3	18.8826
12	+	120640552	120667324	ENSG00000157782.9	CABP1	0
4	+	39182404	39285810	ENSG00000157796.17	WDR19	1.23954
7	-	140293693	140404433	ENSG00000157800.17	SLC37A3	6.34729
15	-	89830599	89894638	ENSG00000157823.16	AP3S2	14.7213
2	+	152335237	152649834	ENSG00000157827.19	FMNL2	2.66039
2	+	26173091	26189663	ENSG00000157833.12	GAREM2	1.1787
12	-	120762510	120904371	ENSG00000157837.15	SPPL3	23.8871
2	+	26847747	26950351	ENSG00000157851.16	DPYSL5	0
2	+	26401916	26456711	ENSG00000157856.10	DRC1	0
4	-	13361354	13484365	ENSG00000157869.14	RAB28	20.4628
1	+	2586491	2591469	ENSG00000157870.14	FAM213B	14.022
1	+	2555639	2565382	ENSG00000157873.17	TNFRSF14	65.6041
1	-	2508533	2526628	ENSG00000157881.13	PANK4	13.4787
2	-	26581202	26641368	ENSG00000157884.10	CIB4	0
15	-	65895079	66253747	ENSG00000157890.17	MEGF11	0.181348
12	-	121000486	121016502	ENSG00000157895.11	C12orf43	22.0499
1	-	2403964	2413797	ENSG00000157911.9	PEX10	13.458
1	+	2391775	2405444	ENSG00000157916.19	RER1	66.794
7	-	4797055	4883719	ENSG00000157927.16	RADIL	0
1	+	2228695	2310119	ENSG00000157933.9	SKI	9.07315
7	+	5190188	5233826	ENSG00000157954.14	WIPI2	85.5546
1	+	25543580	25568886	ENSG00000157978.11	LDLRAP1	13.0954
2	+	235494089	236131800	ENSG00000157985.18	AGAP1	0.122804
2	+	27442366	27446481	ENSG00000157992.12	KRTCAP3	0.00840148
7	+	6031376	6036386	ENSG00000157999.5	ANKRD61	0.278385
1	-	25959767	25998157	ENSG00000158006.13	PAFAH2	8.58263
1	+	26019884	26036464	ENSG00000158008.9	EXTL1	0
1	-	26037252	26046133	ENSG00000158014.14	SLC30A2	0.372312
2	+	27889941	28338901	ENSG00000158019.20	BRE	31.8773
1	-	26051304	26068436	ENSG00000158022.6	TRIM63	0
12	+	121917862	122003927	ENSG00000158023.9	WDR66	0.444953
11	-	6680782	6683401	ENSG00000158042.8	MRPL17	56.5099
2	-	96143166	96145440	ENSG00000158050.4	DUSP2	79.72
1	+	24319322	24364482	ENSG00000158055.15	GRHL3	0
1	-	26281328	26318363	ENSG00000158062.20	UBXN11	3.36354
11	+	7020446	7071308	ENSG00000158077.4	NLRP14	0
9	+	94030794	94109856	ENSG00000158079.14	PTPDC1	2.70088
2	-	30910467	31155202	ENSG00000158089.14	GALNT14	0
3	+	136862208	136949823	ENSG00000158092.6	NCK1	26.5896
12	-	121839527	121863596	ENSG00000158104.11	HPD	0.00692612
8	+	143368887	143384220	ENSG00000158106.13	RHPN1	0.0139217
1	+	3625002	3630127	ENSG00000158109.14	TPRG1L	30.811
12	+	122167738	122203471	ENSG00000158113.12	LRRC43	0
9	-	96639577	96655303	ENSG00000158122.11	AAED1	5.85728
2	-	31334321	31414715	ENSG00000158125.9	XDH	0.0142566
1	+	27959462	27968096	ENSG00000158156.7	XKR8	2.9449
2	+	96760902	96811891	ENSG00000158158.11	CNNM4	22.6636
1	-	27970344	28088696	ENSG00000158161.15	EYA3	23.4204
3	-	138061990	138115818	ENSG00000158163.14	DZIP1L	0.0254211
X	-	102513676	102516784	ENSG00000158164.6	TMSB15A	0
9	-	95099054	95426796	ENSG00000158169.12	FANCC	5.22062
3	+	138347648	138405534	ENSG00000158186.12	MRAS	0
1	-	27404226	27490158	ENSG00000158195.10	WASF2	263.332
18	-	21650897	21704805	ENSG00000158201.9	ABHD3	22.3549
3	+	138434586	138481686	ENSG00000158220.13	ESYT3	0
3	+	138608606	138633376	ENSG00000158234.12	FAIM	1.49927
1	-	27005020	27012836	ENSG00000158246.7	FAM46B	0.0481759
3	+	139935185	140577397	ENSG00000158258.16	CLSTN2	0.114621
18	-	316740	500722	ENSG00000158270.11	COLEC12	0.739033
1	+	6205475	6221299	ENSG00000158286.12	RNF207	0
X	-	120524609	120575794	ENSG00000158290.16	CUL4B	55.8002
1	-	6247346	6260975	ENSG00000158292.6	GPR153	0.86029
20	-	46557823	46684467	ENSG00000158296.13	SLC13A3	0.0152764
X	+	102712176	102717733	ENSG00000158301.18	GPRASP2	0.738901
1	-	38885807	38941799	ENSG00000158315.10	RHBDL2	0.128985
7	+	69598919	70793068	ENSG00000158321.15	AUTS2	4.52398
X	-	50591647	50814302	ENSG00000158352.15	SHROOM4	0.194963
6	+	26158146	26171349	ENSG00000158373.8	HIST1H2BD	4.2844
5	-	138285265	138338355	ENSG00000158402.18	CDC25C	4.15785
6	-	26277609	26285638	ENSG00000158406.4	HIST1H4H	0.516546
2	-	99161427	99181058	ENSG00000158411.10	MITD1	39.1231
2	+	99337353	99401326	ENSG00000158417.10	EIF5B	316.294
X	+	53422690	53431120	ENSG00000158423.16	RIBC1	0.210797
X	+	103918896	103966712	ENSG00000158427.14	TMSB15B	0.72223
2	+	218356856	218368099	ENSG00000158428.3	CATIP	0
2	+	101252802	101270316	ENSG00000158435.7	CNOT11	49.8615
20	-	49293394	49484297	ENSG00000158445.9	KCNB1	0.0206666
7	+	129144892	129169697	ENSG00000158457.5	TSPAN33	92.6904
5	-	139846779	140043299	ENSG00000158458.19	NRG2	0.354484
7	+	129225023	129430211	ENSG00000158467.16	AHCYL2	10.685
20	-	49632945	49713878	ENSG00000158470.5	B4GALT5	52.0551
1	+	158179947	158184896	ENSG00000158473.6	CD1D	0
1	+	158254137	158258269	ENSG00000158477.6	CD1A	0
20	-	49903391	49915508	ENSG00000158480.10	SPATA2	22.2413
1	+	158289786	158293630	ENSG00000158481.12	CD1C	0.289011
11	+	71787510	71801236	ENSG00000158483.15	FAM86C1	3.09819
1	-	158327951	158331531	ENSG00000158485.10	CD1B	0
16	-	20933111	21159441	ENSG00000158486.13	DNAH3	0.00692612
1	+	158353696	158357553	ENSG00000158488.15	CD1E	0
5	+	143812161	143820719	ENSG00000158497.2	HMHB1	0
7	+	130266827	130289798	ENSG00000158516.11	CPA2	0.0220996
7	+	74773962	74789315	ENSG00000158517.13	NCF1	156.086
7	+	130344816	130368730	ENSG00000158525.15	CPA5	0.083336
X	+	54440401	54445487	ENSG00000158526.7	TSR2	35.7151
7	+	94907202	95296415	ENSG00000158528.11	PPP1R9A	0.0254221
16	+	88570381	88631966	ENSG00000158545.15	ZC3H18	66.6825
2	+	219195237	219209651	ENSG00000158552.12	ZFAND2B	11.2155
6	-	27285903	27312170	ENSG00000158553.4	POM121L2	0
11	-	75434640	75525903	ENSG00000158555.14	GDPD5	1.43415
7	+	95772506	96110322	ENSG00000158560.14	DYNC1I1	0
X	-	54932961	54998534	ENSG00000158571.10	PFKFB1	0
X	-	55009055	55031064	ENSG00000158578.18	ALAS2	0
7	-	44577894	44582287	ENSG00000158604.14	TMED4	47.1697
1	-	204403387	204411791	ENSG00000158615.8	PPP1R15B	95.3919
7	-	130506238	130668748	ENSG00000158623.14	COPG2	24.3441
11	+	76444923	76553025	ENSG00000158636.16	EMSY	17.0877
X	+	55220355	55224108	ENSG00000158639.12	PAGE5	0
8	+	41577187	41625001	ENSG00000158669.11	GPAT4	36.5465
7	-	47774652	47948491	ENSG00000158683.7	PKD1L1	0.0214142
6	-	28378955	28399734	ENSG00000158691.14	ZSCAN12	2.91976
1	-	159918107	159925732	ENSG00000158710.14	TAGLN2	357.844
1	-	205597556	205631962	ENSG00000158711.13	ELK4	85.4348
1	+	159826750	159837249	ENSG00000158714.10	SLAMF8	0
1	-	205657851	205680459	ENSG00000158715.5	SLC45A3	0
1	+	159780932	159782543	ENSG00000158716.8	DUSP23	1.54629
16	-	88696495	88706421	ENSG00000158717.10	RNF166	11.5697
1	+	19640554	19658456	ENSG00000158747.13	NBL1	0.670176
1	+	19665287	19679562	ENSG00000158748.3	HTR6	0.0412936
1	-	160945025	160954799	ENSG00000158764.6	ITLN2	0
1	-	160995211	161021348	ENSG00000158769.17	F11R	54.2865
1	-	161039251	161045977	ENSG00000158773.14	USF1	13.325
1	+	20139326	20150386	ENSG00000158786.4	PLA2G2F	0
16	-	89696343	89701705	ENSG00000158792.15	SPATA2L	4.22267
1	+	161118086	161125445	ENSG00000158793.13	NIT1	13.1711
1	-	161120974	161132688	ENSG00000158796.16	DEDD	27.7986
16	+	89720400	89740903	ENSG00000158805.11	ZNF276	1.37604
8	+	22024125	22036897	ENSG00000158806.13	NPM2	0.588134
X	+	69616067	70039469	ENSG00000158813.17	EDA	0
8	+	22042398	22048809	ENSG00000158815.10	FGF17	0.131069
1	+	20290919	20354894	ENSG00000158816.15	VWA5B1	0
1	+	20588948	20618908	ENSG00000158825.5	CDA	0
1	+	20633455	20651511	ENSG00000158828.6	PINK1	2.35752
1	-	161171310	161177968	ENSG00000158850.14	B4GALT3	26.3882
8	+	22048995	22082527	ENSG00000158856.17	DMTN	0.0358196
1	-	161184308	161199056	ENSG00000158859.9	ADAMTS4	0.63229
8	+	22089159	22104898	ENSG00000158863.21	FAM160B2	0.678242
1	+	161197104	161214395	ENSG00000158864.12	NDUFS2	25.025
16	+	24845841	24911628	ENSG00000158865.12	SLC5A11	0
1	+	161215234	161220699	ENSG00000158869.10	FCER1G	0.425395
1	-	161222292	161223631	ENSG00000158874.11	APOA2	0
1	+	161225939	161230744	ENSG00000158882.13	TOMM40L	7.35536
1	-	161304735	161309972	ENSG00000158887.15	MPZ	2.05099
20	-	45551153	45579326	ENSG00000158901.11	WFDC8	0
8	+	22604632	22621514	ENSG00000158941.16	CCAR2	72.5412
17	+	46833201	46886730	ENSG00000158955.10	WNT9B	0.0153366
1	+	64470792	64693058	ENSG00000158966.13	CACHD1	0
5	+	131245493	131398447	ENSG00000158985.13	CDC42SE2	75.3553
5	-	131423921	131635236	ENSG00000158987.20	RAPGEF6	32.2567
1	+	28887091	29120046	ENSG00000159023.19	EPB41	62.1451
21	-	32268219	32279069	ENSG00000159055.3	MIS18A	19.5661
11	-	78100936	78139660	ENSG00000159063.12	ALG8	18.6593
9	-	136940435	136944696	ENSG00000159069.13	FBXW5	14.9292
21	-	32592079	32612866	ENSG00000159079.18	C21orf59	47.3137
21	-	32628759	32728048	ENSG00000159082.17	SYNJ1	4.15058
21	-	32733899	32771858	ENSG00000159086.14	PAXBP1	7.63388
21	+	33229901	33265675	ENSG00000159110.19	IFNAR2	44.0115
17	-	47823272	47831534	ENSG00000159111.12	MRPL10	35.4902
21	+	33402896	33479348	ENSG00000159128.14	IFNGR2	24.8655
21	-	33503931	33543491	ENSG00000159131.16	GART	102.997
21	+	33542618	33577481	ENSG00000159140.18	SON	307.548
21	-	33559542	33588708	ENSG00000159147.17	DONSON	6.19023
1	-	149903318	149917882	ENSG00000159164.9	SV2A	1.36073
1	-	201373244	201399915	ENSG00000159166.13	LAD1	0.922225
8	-	23841915	23854807	ENSG00000159167.11	STC1	0.0415661
1	-	201403768	201429866	ENSG00000159173.18	TNNI1	0
1	-	201483530	201509456	ENSG00000159176.13	CSRP1	41.3119
17	-	48721719	48722522	ENSG00000159182.4	PRAC1	0
17	-	48724763	48729178	ENSG00000159184.7	HOXB13	0.143416
1	+	22643630	22648110	ENSG00000159189.11	C1QC	0
21	+	34364024	34371389	ENSG00000159197.3	KCNE2	0
17	+	48892765	48895871	ENSG00000159199.13	ATP5G1	94.1581
21	-	34513142	34615142	ENSG00000159200.17	RCAN1	7.76907
17	+	48908369	48929056	ENSG00000159202.17	UBE2Z	163.094
1	+	150282543	150287093	ENSG00000159208.15	CIART	1.1589
17	-	48929316	48945117	ENSG00000159210.9	SNF8	27.0651
21	+	34669389	34718227	ENSG00000159212.12	CLIC6	2.88683
1	+	43991359	43996528	ENSG00000159214.12	CCDC24	0
21	-	34787801	36004667	ENSG00000159216.18	RUNX1	2.92604
17	+	48997412	49055650	ENSG00000159217.9	IGF2BP1	0
17	-	48958554	48968596	ENSG00000159224.4	GIP	0
21	+	36069941	36073166	ENSG00000159228.12	CBR1	18.7532
21	+	36134912	36146566	ENSG00000159231.5	CBR3	0.0590723
2	-	74393836	74421662	ENSG00000159239.12	C2orf81	1.95924
15	-	34751032	34754965	ENSG00000159248.4	GJD2	0
15	-	34788096	34796139	ENSG00000159251.6	ACTC1	0
21	+	36320189	36386148	ENSG00000159256.12	MORC3	15.5629
21	+	36385378	36419015	ENSG00000159259.7	CHAF1B	19.7133
21	-	36460621	36576569	ENSG00000159261.10	CLDN14	0.52108
21	+	36699133	36749917	ENSG00000159263.15	SIM2	0.0430525
21	-	36750888	36990236	ENSG00000159267.14	HLCS	7.22476
15	-	74069857	74082550	ENSG00000159289.6	GOLGA6A	0
22	-	43197283	43343388	ENSG00000159307.18	SCUBE1	0.98626
17	-	45393902	45434421	ENSG00000159314.11	ARHGAP27	16.6876
15	-	72751369	72785846	ENSG00000159322.17	ADPGK	12.2054
12	+	6765516	6770952	ENSG00000159335.15	PTMS	10.739
15	-	42067009	42094554	ENSG00000159337.6	PLA2G4D	0
1	+	17308195	17364004	ENSG00000159339.13	PADI4	0.141823
1	-	202940823	202958572	ENSG00000159346.12	ADIPOR1	77.3054
1	-	202961869	202967280	ENSG00000159348.12	CYB5R1	10.647
1	+	151254703	151267479	ENSG00000159352.15	PSMD4	131.835
1	-	16985958	17011928	ENSG00000159363.17	ATP13A2	6.45977
2	-	74557883	74648338	ENSG00000159374.17	M1AP	0
1	+	151399534	151401944	ENSG00000159377.10	PSMB4	185.444
16	+	55323760	55330760	ENSG00000159387.7	IRX6	0.0169474
1	+	203305491	203309602	ENSG00000159388.5	BTG2	200.867
16	-	55846154	55956031	ENSG00000159398.15	CES5A	0
2	+	74833981	74893359	ENSG00000159399.9	HK2	73.3712
12	-	7080209	7092607	ENSG00000159403.15	C1R	2.19353
1	-	151702404	151716814	ENSG00000159409.14	CELF3	0
1	-	18871430	18902781	ENSG00000159423.16	ALDH4A1	5.52822
15	+	42575659	42720981	ENSG00000159433.11	STARD9	2.63525
1	-	151873584	151909808	ENSG00000159445.12	THEM4	1.35096
1	-	152106317	152115454	ENSG00000159450.12	TCHH	0
1	+	152686123	152687401	ENSG00000159455.8	LCE2B	0
15	-	42942897	43106113	ENSG00000159459.11	UBR1	30.6554
16	-	56361452	56425538	ENSG00000159461.14	AMFR	72.7413
1	-	43383917	43389808	ENSG00000159479.16	MED8	34.0358
15	-	43276280	43302255	ENSG00000159495.7	TGM7	0
22	+	23688136	23699176	ENSG00000159496.14	RGL4	0.497264
1	-	153149582	153150869	ENSG00000159516.8	SPRR2G	0
1	-	153297862	153310718	ENSG00000159527.3	PGLYRP3	0
15	+	76336724	76342476	ENSG00000159556.9	ISL2	0.0997323
16	+	57186137	57240475	ENSG00000159579.13	RSPRY1	40.6278
1	-	45620044	45624057	ENSG00000159588.14	CCDC17	0
1	-	45627304	45688113	ENSG00000159592.10	GPBP1L1	24.8666
16	-	66802875	66873256	ENSG00000159593.14	NAE1	46.6768
1	+	45687214	45694443	ENSG00000159596.6	TMEM69	35.9475
16	+	57542421	57591681	ENSG00000159618.15	ADGRG5	1.55522
16	+	57694793	57731805	ENSG00000159625.14	DRC7	0
17	+	63477061	63498380	ENSG00000159640.15	ACE	0.120127
16	+	57976435	57988116	ENSG00000159648.11	TEPP	0
3	-	126481281	126517773	ENSG00000159650.8	UROC1	0
1	-	46675159	46719064	ENSG00000159658.10	EFCAB14	113.157
4	-	1166932	1208962	ENSG00000159674.11	SPON2	0.902066
3	+	126704220	126960406	ENSG00000159685.10	CHCHD6	3.2724
4	-	1211448	1249953	ENSG00000159692.15	CTBP1	106.955
16	+	67326798	67385203	ENSG00000159708.17	LRRC36	0
16	-	67389809	67393535	ENSG00000159713.10	TPPP3	0
16	-	67394419	67416833	ENSG00000159714.10	ZDHHC1	0.227393
16	-	67438014	67481237	ENSG00000159720.11	ATP6V0D1	43.2409
16	-	67482571	67483813	ENSG00000159723.4	AGRP	0
4	-	2269582	2418663	ENSG00000159733.13	ZFYVE28	0
16	+	67644919	67657569	ENSG00000159753.13	CARMIL2	7.62749
16	+	67666816	67668758	ENSG00000159761.14	C16orf86	0.194723
7	+	143132077	143139746	ENSG00000159763.3	PIP	0
7	-	143353400	143362770	ENSG00000159784.17	FAM131B	0
4	+	3293028	3439913	ENSG00000159788.18	RGS12	0
16	+	67893272	67929678	ENSG00000159792.9	PSKH1	18.0262
7	+	143381080	143391111	ENSG00000159840.15	ZYX	31.7215
17	-	1003518	1229021	ENSG00000159842.14	ABR	78.2986
19	-	43795929	43827206	ENSG00000159871.14	LYPD5	0.33608
22	+	28772674	28789301	ENSG00000159873.9	CCDC117	53.0086
19	+	44002948	44013926	ENSG00000159882.12	ZNF230	4.94632
9	+	35658290	35661511	ENSG00000159884.11	CCDC107	5.54814
19	+	44025342	44033112	ENSG00000159885.13	ZNF222	3.14609
9	+	35792154	35809732	ENSG00000159899.14	NPR2	0.22647
19	+	43951223	43967709	ENSG00000159905.14	ZNF221	1.3861
19	+	44259880	44275317	ENSG00000159915.12	ZNF233	0.197408
19	-	44228729	44305046	ENSG00000159917.14	ZNF235	0.851857
9	-	36214441	36277056	ENSG00000159921.14	GNE	18.7494
22	-	41922023	41926818	ENSG00000159958.5	TNFRSF13C	4.24917
17	+	3420568	3421533	ENSG00000159961.1	OR3A3	0
19	+	46918676	47005077	ENSG00000160007.17	ARHGAP35	70.869
