chr	strand	start	end	gene_id	gene_symbol	omega
8	-	125024260	125091840	ENSG00000164961.15	KIAA0196	53.0267
9	-	34610486	34612104	ENSG00000164967.9	RPP25L	7.00826
9	-	34398184	34458570	ENSG00000164970.14	FAM219A	19.6194
9	-	34379019	34397832	ENSG00000164972.12	C9orf24	0.035775
9	+	15422704	15465953	ENSG00000164975.15	SNAPC3	14.849
9	-	34366670	34376853	ENSG00000164976.8	KIAA1161	1.83145
9	+	34329506	34343713	ENSG00000164978.17	NUDT2	8.94681
8	-	124306189	124372692	ENSG00000164983.7	TMEM65	10.9407
9	-	15464066	15511019	ENSG00000164985.14	PSIP1	48.425
9	+	15552897	16061663	ENSG00000164989.15	CCDC171	0.170215
9	+	34179005	34252523	ENSG00000165006.13	UBAP1	47.4925
9	-	90609832	90643105	ENSG00000165023.6	DIRAS2	0.0130796
9	+	90801787	90898549	ENSG00000165025.14	SYK	0
9	+	104764157	104777457	ENSG00000165028.11	NIPSNAP3B	0.0800571
9	-	104781002	104928237	ENSG00000165029.15	ABCA1	12.2713
9	-	91409045	91423862	ENSG00000165030.3	NFIL3	12.4382
8	+	38386207	38409527	ENSG00000165046.12	LETM2	0.512527
7	+	128476729	128506602	ENSG00000165055.15	METTL2B	7.71171
9	-	69012529	69014113	ENSG00000165059.7	PRKACG	0
9	+	69035259	69100178	ENSG00000165060.11	FXN	3.57832
8	-	40530590	40897833	ENSG00000165061.14	ZMAT4	0.363263
8	-	41645178	41650669	ENSG00000165066.12	NKX6-3	0
8	-	132685007	132760712	ENSG00000165071.14	TMEM71	0.328058
9	+	70043581	70226970	ENSG00000165072.9	MAMDC2	0.166861
7	-	141836286	141841487	ENSG00000165076.13	PRSS37	0
8	-	67422125	67746345	ENSG00000165078.11	CPA6	0
8	+	68330722	68819022	ENSG00000165084.15	C8orf34	0.439938
9	+	72521801	72836351	ENSG00000165091.15	TMC1	0
9	-	72900662	73080442	ENSG00000165092.12	ALDH1A1	0.133965
6	+	18155329	18223853	ENSG00000165097.13	KDM1B	16.3909
8	+	43140455	43202855	ENSG00000165102.14	HGSNAT	95.1194
9	-	82979585	83063177	ENSG00000165105.9	RASEF	0.550743
9	-	83739421	83829516	ENSG00000165113.12	GKAP1	0.638011
9	-	83836698	83921465	ENSG00000165115.14	KIF27	0.427931
9	-	83938311	83956986	ENSG00000165118.14	C9orf64	9.21187
9	-	83968083	83980616	ENSG00000165119.19	HNRNPK	328.168
7	+	130207860	130216843	ENSG00000165120.3	SSMEM1	0.00944738
9	-	110365251	110579880	ENSG00000165124.17	SVEP1	116.692
7	-	142871203	142885762	ENSG00000165125.18	TRPV6	0
7	+	142939343	142940868	ENSG00000165131.6	C7orf34	0
9	-	98731329	98796965	ENSG00000165138.17	ANKS6	15.481
9	-	94603133	94640249	ENSG00000165140.9	FBP1	0
9	-	101473171	101533537	ENSG00000165152.8	TMEM246	9.40313
8	-	123248451	123275541	ENSG00000165156.14	ZHX1	15.235
X	+	35919734	36385319	ENSG00000165164.13	CFAP47	0
X	+	37780011	37813461	ENSG00000165168.7	CYBB	0
X	-	37836757	37847637	ENSG00000165169.10	DYNLT3	26.3059
7	-	73834590	73842535	ENSG00000165171.10	WBSCR27	0.0750757
X	+	38801432	38806537	ENSG00000165175.15	MID1IP1	21.5947
9	-	111686173	111795008	ENSG00000165181.16	C9orf84	0.00981537
X	+	23907801	23939507	ENSG00000165182.10	CXorf58	0
9	+	112486847	112669397	ENSG00000165185.14	KIAA1958	4.07893
X	+	23334015	23404372	ENSG00000165186.10	PTCHD1	0.0284657
9	-	113297093	113303376	ENSG00000165188.13	RNF183	0.00472369
X	-	15281697	15315656	ENSG00000165192.13	ASB11	0
X	-	100291644	100410273	ENSG00000165194.15	PCDH19	0.209516
X	-	15319451	15335580	ENSG00000165195.15	PIGA	1.87447
X	-	15345591	15384376	ENSG00000165197.4	VEGFD	0.0283912
9	+	122614738	122615682	ENSG00000165202.3	OR1Q1	0.0163371
9	+	122800123	122801073	ENSG00000165204.3	OR1K1	0
9	-	123109500	123268576	ENSG00000165209.18	STRBP	3.99043
7	-	73768997	73770270	ENSG00000165215.6	CLDN3	0.00981537
9	+	125261794	125367207	ENSG00000165219.21	GAPVD1	30.8568
9	+	93096218	93113283	ENSG00000165233.17	CARD19	3.93014
9	+	93184916	93320572	ENSG00000165238.16	WNK2	0
X	+	77910656	78050395	ENSG00000165240.18	ATP7A	6.25742
9	-	96385941	96418329	ENSG00000165244.6	ZNF367	1.98682
X	-	84317874	84502479	ENSG00000165259.13	HDX	2.57926
9	-	32552999	32573184	ENSG00000165264.10	NDUFB6	22.2909
9	-	33383179	33402682	ENSG00000165269.12	AQP7	0
9	-	33461441	33473930	ENSG00000165271.16	NOL6	12.4876
9	-	33441154	33447611	ENSG00000165272.14	AQP3	0.0883384
9	+	37753803	37778972	ENSG00000165275.9	TRMT10B	2.11473
9	-	35056064	35073249	ENSG00000165280.15	VCP	126.527
9	-	35088688	35096601	ENSG00000165282.13	PIGO	10.5231
9	-	35099776	35103195	ENSG00000165283.15	STOML2	41.9169
X	-	80670854	80809688	ENSG00000165288.10	BRWD3	5.60518
13	+	87672615	87696272	ENSG00000165300.7	SLITRK5	0.018961
9	+	36572862	36677683	ENSG00000165304.7	MELK	2.89363
10	+	22928024	23038523	ENSG00000165309.13	ARMC3	0
10	+	23439458	23442390	ENSG00000165312.6	OTUD1	4.77565
10	-	31805404	31928876	ENSG00000165322.17	ARHGAP12	22.7191
11	+	92352096	92896470	ENSG00000165323.15	FAT3	0.622149
11	+	93329971	93438487	ENSG00000165325.13	CCDC67	0
10	+	91409280	91514829	ENSG00000165338.16	HECTD2	3.98425
X	-	70925582	70931125	ENSG00000165349.11	SLC7A3	0
14	-	39397669	39432500	ENSG00000165355.7	FBXO33	11.6333
X	+	135520659	135582510	ENSG00000165359.14	INTS6L	0.441343
X	-	137030148	137031674	ENSG00000165370.1	GPR101	0
X	+	106900164	106930861	ENSG00000165376.10	CLDN2	0.0188948
14	+	41607570	41904549	ENSG00000165379.13	LRFN5	0
10	-	48909483	48914232	ENSG00000165383.11	LRRC18	0.00981537
14	-	34432789	34462356	ENSG00000165389.6	SPTSSA	17.7608
8	+	31033801	31173769	ENSG00000165392.9	WRN	10.7572
10	-	45454585	45594906	ENSG00000165406.15	MARCH8	35.2776
14	+	80954989	81146302	ENSG00000165409.16	TSHR	0
14	-	34706769	34714823	ENSG00000165410.14	CFL2	22.0767
13	+	52652709	52700909	ENSG00000165416.14	SUGT1	17.3935
14	-	81175452	81221377	ENSG00000165417.11	GTF2A1	16.3346
10	-	79382325	79445627	ENSG00000165424.6	ZCCHC24	118.698
11	-	74330318	74398473	ENSG00000165434.7	PGM2L1	6.05821
10	+	59176590	59247774	ENSG00000165443.11	PHYHIPL	0
10	-	59650761	59736002	ENSG00000165449.11	SLC16A9	0.0782378
11	+	72216601	72221950	ENSG00000165457.13	FOLR2	0
11	+	72223701	72239105	ENSG00000165458.13	INPPL1	28.2399
11	-	72239077	72245664	ENSG00000165462.5	PHOX2A	0
10	-	52765380	52771700	ENSG00000165471.6	MBL2	0
13	-	20187470	20192898	ENSG00000165474.5	GJB2	0.117362
13	-	20403667	20525857	ENSG00000165475.13	CRYL1	11.546
10	+	63521363	63625123	ENSG00000165476.13	REEP3	35.2137
11	-	124919193	124936412	ENSG00000165478.6	HEPACAM	0.0297569
13	-	21153595	21176602	ENSG00000165480.15	SKA3	1.85906
13	-	21492691	21604214	ENSG00000165487.13	MICU2	15.7976
11	+	82899975	82958277	ENSG00000165490.12	DDIAS	0.770168
11	+	83156988	83187451	ENSG00000165494.11	PCF11	24.3334
11	+	125164687	125433389	ENSG00000165495.15	PKNOX2	0
14	-	46651010	46651821	ENSG00000165496.4	RPL10L	0
14	+	49598697	49614672	ENSG00000165501.16	LRR1	1.38175
14	-	49618519	49620685	ENSG00000165502.6	RPL36AL	78.8153
14	-	49625174	49635230	ENSG00000165506.14	DNAAF2	7.00072
10	-	44970981	44978810	ENSG00000165507.8	C10orf10	10.727
X	+	141838316	141897832	ENSG00000165509.13	MAGEC3	0
10	+	45000475	45005326	ENSG00000165512.4	ZNF22	23.3357
14	+	49767608	49786385	ENSG00000165516.10	KLHDC2	25.4104
14	-	88612431	88792752	ENSG00000165521.15	EML5	3.33248
14	-	49782083	49853203	ENSG00000165525.17	NEMF	25.062
11	-	126202094	126211692	ENSG00000165526.8	RPUSD4	14.4029
14	+	49893092	49897054	ENSG00000165527.6	ARF6	36.225
14	+	88824153	88881078	ENSG00000165533.18	TTC8	13.0695
14	+	77116568	77259495	ENSG00000165548.10	TMEM63C	0
14	-	77265483	77271312	ENSG00000165553.4	NGB	0
14	-	77394021	77423517	ENSG00000165555.9	NOXRED1	0.050833
13	-	27962137	27971139	ENSG00000165556.9	CDX2	0
13	-	25161684	25172288	ENSG00000165566.12	AMER2	0.0614155
10	+	4786629	4848062	ENSG00000165568.17	AKR1E2	0.437138
13	-	41127569	41132746	ENSG00000165572.7	KBTBD6	10.6263
X	-	48186220	48196763	ENSG00000165583.14	SSX5	0
X	-	48346428	48356707	ENSG00000165584.15	SSX3	0
14	-	56799905	56810479	ENSG00000165588.16	OTX2	0
X	+	57286706	57489196	ENSG00000165591.6	FAAH2	0.0444344
10	-	49364181	49396016	ENSG00000165606.8	DRGX	0
10	-	12165325	12196144	ENSG00000165609.12	NUDT5	47.421
14	+	58633967	58648321	ENSG00000165617.14	DACT1	4.26279
13	-	96985719	96994730	ENSG00000165621.8	OXGR1	0
10	-	13221767	13234334	ENSG00000165623.9	UCMA	0
10	-	13438484	13528974	ENSG00000165626.16	BEND7	6.31
10	+	7788129	7807815	ENSG00000165629.19	ATP5C1	36.779
10	+	13586927	13630868	ENSG00000165630.13	PRPF18	16.7729
10	+	7818504	8016627	ENSG00000165632.7	TAF3	12.9509
10	-	49014245	49115509	ENSG00000165633.12	VSTM4	36.4712
10	+	75210154	75231448	ENSG00000165637.13	VDAC2	85.0245
9	-	135693407	135699528	ENSG00000165643.10	SOHLH1	0
10	-	75233969	75236030	ENSG00000165644.10	COMTD1	0.305395
10	+	117241093	117279430	ENSG00000165646.11	SLC18A2	0.145518
10	-	117277274	117375467	ENSG00000165650.11	PDZD8	18.4728
10	-	75397830	75401906	ENSG00000165655.16	ZNF503	51.1816
10	+	124801785	124836670	ENSG00000165660.7	FAM175B	13.572
9	-	136206333	136245841	ENSG00000165661.16	QSOX2	15.9265
10	-	118297930	118342328	ENSG00000165669.13	FAM204A	14.2055
5	+	177133025	177300215	ENSG00000165671.18	NSD1	62.7795
10	-	119167703	119178833	ENSG00000165672.6	PRDX3	75.0892
X	-	130623369	130903317	ENSG00000165675.16	ENOX2	13.3245
10	+	84139440	84153245	ENSG00000165678.20	GHITM	100.028
12	-	9985642	10013424	ENSG00000165682.14	CLEC1B	0
9	-	136375577	136400168	ENSG00000165684.4	SNAPC4	1.78731
12	+	10170542	10191801	ENSG00000165685.8	TMEM52B	0.0759466
9	+	136410570	136423761	ENSG00000165688.11	PMPCA	24.5528
9	-	136401922	136410609	ENSG00000165689.16	SDCCAG3	19.4897
X	-	132076993	132128020	ENSG00000165694.9	FRMD7	0.00558865
9	-	132725578	132878777	ENSG00000165695.9	AK8	0.109086
9	+	132878027	132890201	ENSG00000165698.15	SPACA9	6.47869
9	-	132891348	132944633	ENSG00000165699.13	TSC1	13.6796
9	+	132944000	132991687	ENSG00000165702.13	GFI1B	0
X	+	134460153	134520513	ENSG00000165704.14	HPRT1	6.76649
12	+	12357079	12469694	ENSG00000165714.10	BORCS5	7.7696
9	+	136712570	136724050	ENSG00000165716.10	FAM69B	0.408027
9	-	137582079	137590490	ENSG00000165724.5	ZMYND19	11.8618
10	+	68827541	68895432	ENSG00000165730.14	STOX1	0.0236184
10	+	43077027	43130351	ENSG00000165731.17	RET	0.235569
10	+	68956128	68985073	ENSG00000165732.12	DDX21	73.7848
10	+	42782801	42834937	ENSG00000165733.7	BMS1	32.3112
10	-	132207492	132331847	ENSG00000165752.16	STK32C	4.49117
10	-	30012800	30115494	ENSG00000165757.8	KIAA1462	95.0378
14	+	19876232	19877309	ENSG00000165762.2	OR4K2	0
X	+	155025980	155060303	ENSG00000165775.17	FUNDC2	14.235
14	-	20457719	20461612	ENSG00000165782.10	TMEM55B	12.0729
14	+	20989770	20997035	ENSG00000165792.17	METTL17	4.29806
14	+	20999255	21001871	ENSG00000165794.9	SLC39A2	0
14	-	21016763	21070872	ENSG00000165795.22	NDRG2	1.22259
14	+	21042226	21044234	ENSG00000165799.4	RNASE7	0
14	+	21070270	21090240	ENSG00000165801.9	ARHGEF40	30.5309
9	-	137447570	137459334	ENSG00000165802.20	NSMF	29.0303
14	-	21090046	21104722	ENSG00000165804.15	ZNF219	24.1445
12	-	87980035	88034037	ENSG00000165805.9	C12orf50	0
10	+	113679162	113730907	ENSG00000165806.19	CASP7	16.9905
14	+	64549902	64589380	ENSG00000165807.7	PPP1R36	0.0336617
5	+	181040225	181061523	ENSG00000165810.16	BTNL9	0
10	-	114120862	114174220	ENSG00000165813.17	CCDC186	10.2391
10	+	114239330	114291513	ENSG00000165816.12	VWA2	0
14	-	21498133	21511375	ENSG00000165819.11	METTL3	14.1027
14	-	21521081	21537216	ENSG00000165821.11	SALL2	9.86579
10	+	133347146	133352683	ENSG00000165828.14	PRAP1	0
10	+	114938193	114977676	ENSG00000165832.5	TRUB1	12.7509
13	-	45534522	45615739	ENSG00000165837.11	ERICH6B	0
10	+	94762624	94853260	ENSG00000165841.9	CYP2C19	0
14	-	72969451	73027212	ENSG00000165861.13	ZFYVE1	28.7608
10	-	116663696	116670264	ENSG00000165863.16	C10orf82	0
10	-	116671192	116849741	ENSG00000165868.13	HSPA12A	5.14936
10	+	97319267	97321915	ENSG00000165879.8	FRAT1	1.9075
10	+	97498868	97571209	ENSG00000165886.4	UBTD1	18.6951
10	+	97572499	97583884	ENSG00000165887.11	ANKRD2	0.0883385
12	-	77021247	77065580	ENSG00000165891.15	E2F7	2.17898
11	+	100687653	100991937	ENSG00000165895.17	ARHGAP42	3.14341
14	+	74493720	74497106	ENSG00000165898.13	ISCA2	9.4737
12	+	80209453	80379090	ENSG00000165899.10	OTOGL	0.107969
11	+	45921621	45929096	ENSG00000165905.17	LARGE2	0
11	-	47177525	47186443	ENSG00000165912.15	PACSIN3	11.538
14	-	90524564	90816479	ENSG00000165914.14	TTC7B	10.0661
11	+	47407132	47416501	ENSG00000165915.13	SLC39A13	77.995
11	-	47418769	47426473	ENSG00000165916.8	PSMC3	62.6427
11	-	47437757	47449178	ENSG00000165917.9	RAPSN	0
11	-	47659591	47715389	ENSG00000165923.15	AGBL2	0.117262
14	-	91779751	91867536	ENSG00000165929.12	TC2N	0.0850265
14	+	92121937	92172145	ENSG00000165934.12	CPSF2	49.0812
12	+	27466810	27502185	ENSG00000165935.9	SMCO2	0.0181566
14	-	93182196	93184928	ENSG00000165943.4	MOAP1	11.9311
14	+	94081282	94103846	ENSG00000165948.10	IFI27L1	3.04984
14	+	94104836	94116698	ENSG00000165949.12	IFI27	0.175153
14	-	94487274	94517844	ENSG00000165953.9	SERPINA12	0
14	-	95181940	95319906	ENSG00000165959.11	CLMN	0.757118
12	+	41188448	41574590	ENSG00000165966.14	PDZRN4	0
11	+	20599400	20659285	ENSG00000165970.11	SLC6A5	0
12	-	95867048	95942974	ENSG00000165972.12	CCDC38	0.0575289
11	+	20669551	21575681	ENSG00000165973.18	NELL1	0
10	+	16436943	16513745	ENSG00000165983.14	PTER	4.38604
10	-	16513743	16522005	ENSG00000165985.9	C1QL3	0
10	+	18140677	18541869	ENSG00000165995.18	CACNB2	0.113368
10	-	17589032	17617377	ENSG00000165996.13	HACD1	3.75744
10	+	18659405	18681639	ENSG00000165997.4	ARL5B	10.0297
11	-	93478472	93543508	ENSG00000166002.6	SMCO4	4.28722
11	+	93661639	93730358	ENSG00000166004.14	CEP295	4.01326
12	-	75040077	75209868	ENSG00000166006.12	KCNC2	0
11	-	93729948	93784391	ENSG00000166012.15	TAF1D	1.85037
11	-	34150988	34358008	ENSG00000166016.5	ABTB2	11.7327
10	+	98134624	98244897	ENSG00000166024.13	R3HCC1L	8.36741
11	+	94706431	94876753	ENSG00000166025.17	AMOTL1	107.073
10	+	122461525	122514908	ENSG00000166033.11	HTRA1	673.345
15	+	58410569	58569843	ENSG00000166035.10	LIPC	0.338287
11	+	95789965	95832693	ENSG00000166037.10	CEP57	12.2013
12	+	106301929	106347015	ENSG00000166046.10	TCP11L2	7.68611
X	+	151563622	151676739	ENSG00000166049.10	PASD1	0
15	+	38252326	38357249	ENSG00000166068.12	SPRED1	31.1677
15	+	37921939	37967724	ENSG00000166069.13	TMCO5A	0
15	-	39799032	39920892	ENSG00000166073.9	GPR176	71.8895
11	+	134068925	134152001	ENSG00000166086.12	JAM3	58.1603
14	+	23372809	23376403	ENSG00000166090.8	IL25	0
14	+	23376808	23379772	ENSG00000166091.19	CMTM5	0
11	+	134274245	134319564	ENSG00000166105.15	GLB1L3	0
11	+	130448974	130476641	ENSG00000166106.3	ADAMTS15	0.292869
12	-	108907741	109021240	ENSG00000166111.9	SVOP	0.00982195
11	-	133840631	133845538	ENSG00000166118.7	SPATA19	0
16	+	46884378	46931297	ENSG00000166123.13	GPT2	13.372
14	+	102922656	102933596	ENSG00000166126.10	AMN	0
15	+	63189469	63267782	ENSG00000166128.12	RAB8B	23.0751
12	-	98613405	98645113	ENSG00000166130.14	IKBIP	41.3836
15	+	40569300	40574943	ENSG00000166133.17	RPUSD2	6.85116
10	+	100529072	100559998	ENSG00000166135.13	HIF1AN	52.2357
10	-	100523740	100530000	ENSG00000166136.15	NDUFB8	35.9096
15	+	40807086	40815084	ENSG00000166140.17	ZFYVE19	9.4456
15	-	40815445	40828709	ENSG00000166143.9	PPP1R14D	0
15	+	40844018	40858207	ENSG00000166145.14	SPINT1	0.00558865
15	-	48408306	48645849	ENSG00000166147.13	FBN1	1427.96
12	-	63142759	63150942	ENSG00000166148.3	AVPR1A	0
16	+	49373823	49399431	ENSG00000166152.3	C16orf78	0
12	-	100203669	100267079	ENSG00000166153.16	DEPDC4	0.0829169
12	+	1820267	1836752	ENSG00000166159.10	LRTM2	0
X	+	154219756	154233286	ENSG00000166160.9	OPN1MW2	0
16	-	50313487	50368934	ENSG00000166164.15	BRD7	43.6183
14	-	103519659	103523111	ENSG00000166165.12	CKB	1.05149
14	+	103529184	103537073	ENSG00000166166.12	TRMT61A	10.9159
10	+	101354033	101557321	ENSG00000166167.17	BTRC	17.7757
10	-	101578882	101588270	ENSG00000166169.16	POLL	9.62232
14	-	103556544	103562831	ENSG00000166170.9	BAG5	31.7905
10	+	101570560	101609668	ENSG00000166171.12	DPCD	9.29502
15	-	70829130	70854159	ENSG00000166173.10	LARP6	65.7759
11	+	43311963	43344529	ENSG00000166181.12	API5	66.6336
14	+	104085679	104115581	ENSG00000166183.15	ASPG	0.00947191
16	-	57994668	58000453	ENSG00000166188.2	ZNF319	11.1213
10	+	102065390	102068038	ENSG00000166189.7	HPS6	15.3218
15	+	72114258	72143688	ENSG00000166192.14	SENP8	2.76409
10	+	102152176	102163871	ENSG00000166197.16	NOLC1	41.7738
11	+	43880811	43920266	ENSG00000166199.12	ALKBH3	13.7626
15	-	49106068	49155661	ENSG00000166200.14	COPS2	41.0161
15	-	26543546	26939539	ENSG00000166206.14	GABRB3	0.9346
12	+	101475421	101486997	ENSG00000166211.7	SPIC	0
10	-	70771239	70785401	ENSG00000166220.12	TBATA	0
10	+	70815961	70881173	ENSG00000166224.16	SGPL1	28.8526
12	+	69470349	69579789	ENSG00000166225.8	FRS2	10.3861
12	+	69585334	69601570	ENSG00000166226.12	CCT2	85.8801
10	-	70882280	70888784	ENSG00000166228.8	PCBD1	16.2249
15	+	72474326	72602985	ENSG00000166233.13	ARIH1	26.0759
16	+	4734272	4749396	ENSG00000166246.13	C16orf71	0.478127
11	-	123069865	123195281	ENSG00000166250.11	CLMP	119.674
11	-	123629187	123655244	ENSG00000166257.8	SCN3B	0.244582
17	-	54951902	54968785	ENSG00000166260.10	COX11	7.0889
11	-	123724177	123741675	ENSG00000166261.10	ZNF202	6.61897
15	-	49326962	49620931	ENSG00000166262.15	FAM227B	0.976296
17	+	54968727	55173632	ENSG00000166263.13	STXBP4	6.55722
21	-	26466209	26573284	ENSG00000166265.11	CYYR1	0.841561
11	+	108008733	108107776	ENSG00000166266.13	CUL5	16.196
12	+	69825304	69959097	ENSG00000166268.10	MYRFL	0.00358953
10	+	102743970	102816267	ENSG00000166272.16	WBP1L	68.0668
10	+	102854223	102864961	ENSG00000166275.15	BORCS7	14.4988
6	+	31897785	31945672	ENSG00000166278.14	C2	0.464333
19	+	29665056	29675457	ENSG00000166289.5	PLEKHF1	11.2929
17	-	55719627	55732121	ENSG00000166292.11	TMEM100	0.294461
10	+	72216000	72235860	ENSG00000166295.8	ANAPC16	21.6574
11	+	6390431	6394998	ENSG00000166311.9	SMPD1	36.6859
11	-	6395124	6419414	ENSG00000166313.18	APBB1	29.6594
10	-	73644881	73663803	ENSG00000166317.11	SYNPO2L	0.13494
10	+	73110375	73131828	ENSG00000166321.13	NUDT13	0.52963
11	-	108308519	108467531	ENSG00000166323.12	C11orf65	0.238717
11	+	35662805	35818007	ENSG00000166326.6	TRIM44	105.49
17	-	57744481	57745312	ENSG00000166329.2	CCDC182	0
11	+	6603708	6610874	ENSG00000166333.13	ILK	125.729
11	-	6606296	6612667	ENSG00000166337.9	TAF10	26.3085
11	-	6612763	6619461	ENSG00000166340.15	TPP1	162.531
11	-	6621323	6655854	ENSG00000166341.7	DCHS1	31.5742
18	-	72742314	72868146	ENSG00000166342.18	NETO1	0
10	-	73423579	73433561	ENSG00000166343.9	MSS51	0.364569
18	-	74250847	74292016	ENSG00000166347.18	CYB5A	19.4836
10	-	73497538	73625953	ENSG00000166348.18	USP54	1.93455
11	+	36510709	36593156	ENSG00000166349.9	RAG1	0
21	+	13609858	13641585	ENSG00000166351.10	POTED	0
11	+	36594493	36659290	ENSG00000166352.15	C11orf74	12.8164
19	+	33132090	33175795	ENSG00000166359.10	WDR88	0.280999
11	+	6845652	6846705	ENSG00000166363.5	OR10A5	0
11	-	6891490	6892599	ENSG00000166368.2	OR2D2	0
18	+	79069285	79378283	ENSG00000166377.19	ATP9B	10.921
11	+	7513298	7657127	ENSG00000166387.11	PPFIBP2	6.62659
11	+	75717819	75732958	ENSG00000166391.14	MOGAT2	0
11	-	7665100	7677222	ENSG00000166394.14	CYB5R2	7.14824
18	+	63752935	63805376	ENSG00000166396.12	SERPINB7	6.54436
19	+	34254537	34355586	ENSG00000166398.12	KIAA0355	23.2336
18	+	63969925	64019779	ENSG00000166401.14	SERPINB8	22.4268
11	+	8019244	8106112	ENSG00000166402.8	TUB	4.71733
11	-	8106093	8169055	ENSG00000166405.14	RIC3	0.00944738
11	-	8224304	8268716	ENSG00000166407.13	LMO1	0
15	+	78131498	78171949	ENSG00000166411.13	IDH3A	13.8569
15	-	53513741	53762878	ENSG00000166415.14	WDR72	0.0111773
15	+	78340324	78348230	ENSG00000166426.7	CRABP1	0
14	+	104924816	104937790	ENSG00000166428.12	PLD4	0.0695863
X	-	101882288	101932031	ENSG00000166432.14	ZMAT1	0.0467899
11	-	74807739	74949200	ENSG00000166435.15	XRRA1	3.06329
11	-	8612037	8671866	ENSG00000166436.15	TRIM66	0.404354
11	+	74748868	74842413	ENSG00000166439.5	RNF169	26.1993
11	+	8682411	8714759	ENSG00000166441.12	RPL27A	625.276
11	-	8693351	8910951	ENSG00000166444.18	ST5	38.7837
16	-	80597906	80804329	ENSG00000166446.14	CDYL2	9.20624
7	-	98846488	98870771	ENSG00000166448.14	TMEM130	1.2106
15	-	55611546	55743090	ENSG00000166450.12	PRTG	0.162071
16	+	81006498	81033114	ENSG00000166451.13	CENPN	5.62927
11	+	8911139	8920084	ENSG00000166452.11	AKIP1	14.9208
16	+	81035847	81047358	ENSG00000166454.9	ATMIN	35.5946
16	-	81053497	81077267	ENSG00000166455.13	C16orf46	0.409277
11	-	9280654	9314780	ENSG00000166471.10	TMEM41B	4.22171
15	-	51938025	51971806	ENSG00000166477.12	LEO1	26.6074
11	+	9460319	9528524	ENSG00000166478.9	ZNF143	14.6225
18	-	68673688	68715298	ENSG00000166479.9	TMX3	25.06
17	-	19383442	19387240	ENSG00000166482.11	MFAP4	295.094
11	+	9573681	9593457	ENSG00000166483.10	WEE1	14.3669
17	+	19377721	19383544	ENSG00000166484.19	MAPK7	17.7855
16	+	23836001	24220611	ENSG00000166501.12	PRKCB	0.0294461
15	-	83112738	83208018	ENSG00000166503.8	RP11-382A20.3	11.2793
10	-	73801911	73811798	ENSG00000166507.16	NDST2	11.5987
7	-	100092728	100101940	ENSG00000166508.17	MCM7	20.0553
16	+	78022515	78066761	ENSG00000166509.10	CLEC3A	0
18	-	54901509	54959508	ENSG00000166510.13	CCDC68	0.0653484
12	-	8533305	8540963	ENSG00000166523.7	CLEC4E	0.0660575
7	-	100064033	100082548	ENSG00000166526.16	ZNF3	16.6024
12	+	8509475	8522366	ENSG00000166527.7	CLEC4D	0
7	+	100049774	100065038	ENSG00000166529.14	ZSCAN21	7.9196
12	+	8681600	8783095	ENSG00000166532.15	RIMKLB	13.4973
12	+	8822472	8887001	ENSG00000166535.19	A2ML1	0.0304892
16	+	66427297	66493529	ENSG00000166546.13	BEAN1	0.176506
16	-	66508003	66552544	ENSG00000166548.15	TK2	43.614
15	+	79311062	79427432	ENSG00000166557.12	TMED3	51.6503
16	-	84009667	84042636	ENSG00000166558.10	SLC38A8	0
18	+	59139477	59158836	ENSG00000166562.8	SEC11C	7.84905
18	-	59275156	59318649	ENSG00000166569.8	CPLX4	0
18	+	77250549	77277896	ENSG00000166573.5	GALR1	0.0642951
11	+	87037844	87323758	ENSG00000166575.16	TMEM135	4.29155
12	-	113195441	113221094	ENSG00000166578.9	IQCD	0
17	+	8413131	8490411	ENSG00000166579.15	NDEL1	65.6058
17	-	16342534	16353656	ENSG00000166582.9	CENPV	0.18877
16	-	66908122	66918984	ENSG00000166589.12	CDH16	0
16	-	66921679	66925644	ENSG00000166592.11	RRAD	0.574335
16	-	66932055	66934423	ENSG00000166595.11	FAM96B	24.3063
17	+	9576627	9643459	ENSG00000166596.14	CFAP52	0.016766
12	+	103930107	103953645	ENSG00000166598.13	HSP90B1	744.989
18	-	60371110	60372775	ENSG00000166603.4	MC4R	0.178837
20	-	37492472	37527931	ENSG00000166619.12	BLCAP	50.5001
18	+	63556160	63567011	ENSG00000166634.6	SERPINB12	0.00980229
15	-	30357766	30393849	ENSG00000166664.13	CHRFAM7A	0
16	+	10326434	10483638	ENSG00000166669.13	ATF7IP2	0.412713
11	-	102770503	102780628	ENSG00000166670.9	MMP10	0.0473996
16	-	10760919	10818794	ENSG00000166676.14	TVP23A	0.127629
X	+	103376340	103378077	ENSG00000166681.13	BEX3	84.6461
11	-	113687550	113706373	ENSG00000166682.10	TMPRSS5	0.0111773
17	+	73192632	73208507	ENSG00000166685.11	COG1	13.6708
11	-	16777317	17014443	ENSG00000166689.15	PLEKHA7	0.183837
19	-	57977053	58003349	ENSG00000166704.11	ZNF606	5.66513
X	+	104112131	104115846	ENSG00000166707.10	ZCCHC18	0.238319
15	+	44711477	44718877	ENSG00000166710.17	B2M	58.6437
15	+	84748635	84806432	ENSG00000166716.9	ZNF592	17.2518
15	+	44288729	44415758	ENSG00000166734.18	CASC4	100.039
11	+	113974881	113990313	ENSG00000166736.11	HTR3A	0
11	+	114257787	114313285	ENSG00000166741.7	NNMT	199.494
16	-	20623237	20698890	ENSG00000166743.9	ACSM1	0
