chr	strand	gene_id	gene_symbol	omega_p2	rate_p2
2	-	ENSG00000163046.15	ANKRD30BL	0	1
1	+	ENSG00000163050.16	ADCK3	9.0082784	0.663396
2	-	ENSG00000163053.10	SLC16A14	0.20256684	0.9819261
2	+	ENSG00000163060.7	TEKT4	0	0.87830314
2	-	ENSG00000163064.6	EN1	0	1
4	-	ENSG00000163069.12	SGCB	1.463469	0.87152388
4	+	ENSG00000163071.10	SPATA18	0.5690981	0.69536012
2	+	ENSG00000163072.15	NOSTRIN	0.29838078	1
2	+	ENSG00000163075.12	CFAP221	0.2841211	1
2	+	ENSG00000163081.2	CCDC140	0	1
2	+	ENSG00000163082.9	SGPP2	6.9485026	0.095343502
2	+	ENSG00000163083.5	INHBB	0.02736828	1
2	+	ENSG00000163092.19	XIRP2	0.045036046	1
2	+	ENSG00000163093.11	BBS5	2.1533908	0.83201728
19	-	ENSG00000163098.4	BIRC8	0	1
4	+	ENSG00000163104.17	SMARCAD1	20.84633	0.36398248
4	-	ENSG00000163106.10	HPGDS	0	1
4	+	ENSG00000163110.14	PDLIM5	1.4918322	0.059559988
4	+	ENSG00000163114.5	PDHA2	0	1
4	-	ENSG00000163116.9	STPG2	0.034428712	1
2	-	ENSG00000163121.9	NEURL3	0.66882994	0.8549669
1	+	ENSG00000163125.15	RPRD2	38.44651	0.90550308
2	-	ENSG00000163126.14	ANKRD23	0.55781804	0.45669776
1	-	ENSG00000163131.10	CTSS	68.771208	0.94225612
4	+	ENSG00000163132.6	MSX1	0.63961558	1
4	+	ENSG00000163138.18	PACRGL	4.0398522	0.7962898
1	+	ENSG00000163141.18	BNIPL	0.49124016	0.95923462
4	+	ENSG00000163145.12	C1QTNF7	0	1
1	+	ENSG00000163154.5	TNFAIP8L2	5.3820634	0.6250648
1	-	ENSG00000163155.11	LYSMD1	4.105332	0.80732198
1	+	ENSG00000163156.11	SCNM1	11.772378	0.60494178
1	-	ENSG00000163157.14	TMOD4	0.14996	0.95027412
1	-	ENSG00000163159.11	VPS72	24.171182	0.95014448
2	-	ENSG00000163161.12	ERCC3	48.197442	0.74007688
2	-	ENSG00000163162.8	RNF149	16.941844	0.48095082
2	-	ENSG00000163166.14	IWS1	50.815212	0.60621908
2	-	ENSG00000163170.11	BOLA3	14.700806	0.98475072
2	-	ENSG00000163171.7	CDC42EP3	33.459072	0.9845944
1	-	ENSG00000163191.5	S100A11	5.9612572	0.98850958
1	-	ENSG00000163202.4	LCE3D	0	1
1	+	ENSG00000163206.5	SMCP	0	1
1	+	ENSG00000163207.6	IVL	0.2865051	0.97160662
1	+	ENSG00000163209.14	SPRR3	0	1
2	-	ENSG00000163214.20	DHX57	12.589726	0.65862602
1	-	ENSG00000163216.6	SPRR2D	0	1
2	-	ENSG00000163217.1	BMP10	0	1
1	-	ENSG00000163218.14	PGLYRP4	0.09435647	0.52283704
2	+	ENSG00000163219.11	ARHGAP25	1.1569462	0.76333898
1	+	ENSG00000163220.10	S100A9	1.1217682	0.93059064
1	-	ENSG00000163221.8	S100A12	0	0.96841196
2	-	ENSG00000163235.15	TGFA	0	1
1	+	ENSG00000163239.12	TDRD10	0	1
2	+	ENSG00000163249.10	CCNYL1	8.4465176	0.68853998
2	-	ENSG00000163251.3	FZD5	0.99725506	0.9156799
2	-	ENSG00000163254.4	CRYGC	0	1
4	-	ENSG00000163257.10	DCAF16	11.984182	0.19534646
1	-	ENSG00000163263.6	C1orf189	0	1
2	-	ENSG00000163273.3	NPPC	0	1
4	-	ENSG00000163281.11	GNPDA2	21.821516	0.77290016
2	+	ENSG00000163283.6	ALPP	0	1
4	-	ENSG00000163285.7	GABRG1	0	1
2	+	ENSG00000163286.8	ALPPL2	0	1
4	+	ENSG00000163288.13	GABRB1	0	1
4	-	ENSG00000163291.14	PAQR3	0	0.55135182
4	+	ENSG00000163293.11	NIPAL1	0.31542752	0.91439628
2	+	ENSG00000163295.4	ALPI	0	1
4	-	ENSG00000163297.16	ANTXR2	5.1139916	0.70683248
4	-	ENSG00000163312.10	HELQ	0	0
4	+	ENSG00000163319.10	MRPS18C	21.92663	0.96686026
3	-	ENSG00000163320.10	CGGBP1	103.05556	0.82654264
4	-	ENSG00000163322.13	FAM175A	5.6251858	0.70896622
2	-	ENSG00000163328.13	GPR155	5.736557	0.34162098
2	+	ENSG00000163331.10	DAPL1	0	1
1	-	ENSG00000163344.5	PMVK	33.274342	0.92988204
1	-	ENSG00000163346.16	PBXIP1	11.439152	0.17099592
3	-	ENSG00000163347.5	CLDN1	0.06142206	1
1	-	ENSG00000163348.3	PYGO2	38.599488	0.76947628
1	+	ENSG00000163349.21	HIPK1	43.02249	0.45250158
1	+	ENSG00000163352.5	LENEP	0	1
1	-	ENSG00000163354.14	DCST2	0	1
1	+	ENSG00000163357.10	DCST1	0	1
2	-	ENSG00000163359.15	COL6A3	0.386758	0.95857258
1	+	ENSG00000163362.10	C1orf106	2.4746156	0.79373374
1	-	ENSG00000163374.19	YY1AP1	69.737702	0.68605894
3	+	ENSG00000163376.11	KBTBD8	5.881375	0.88319292
3	-	ENSG00000163377.15	FAM19A4	0	1
3	-	ENSG00000163378.13	EOGT	3.7217748	0.67066666
3	-	ENSG00000163380.15	LMOD3	0.36281404	1
1	+	ENSG00000163382.11	NAXE	18.936626	0.77201324
3	+	ENSG00000163389.10	POGLUT1	11.054612	0.48411392
1	+	ENSG00000163393.12	SLC22A15	0.1880192	0.98155734
4	-	ENSG00000163394.5	CCKAR	0	1
1	+	ENSG00000163395.16	IGFN1	0	1
1	+	ENSG00000163399.15	ATP1A1	419.10842	0.70843636
3	+	ENSG00000163406.10	SLC15A2	0.75947902	0.031586248
3	-	ENSG00000163412.12	EIF4E3	0.33622164	0.9528062
3	-	ENSG00000163421.8	PROK2	0	1
3	+	ENSG00000163424.8	C3orf30	0	1
3	-	ENSG00000163428.3	LRRC58	58.416066	0.78109652
3	-	ENSG00000163430.10	FSTL1	1.1108142	0.95933894
1	-	ENSG00000163431.12	LMOD1	0.83732586	1
1	+	ENSG00000163435.15	ELF3	0.50771656	0.77848886
4	-	ENSG00000163440.11	PDCL2	0	1
1	+	ENSG00000163444.11	TMEM183A	28.783846	0.45403754
2	+	ENSG00000163449.10	TMEM169	0.6073464	1
4	-	ENSG00000163453.11	IGFBP7	0.39383104	0.94252628
1	+	ENSG00000163462.17	TRIM46	0.54999946	0.53974458
1	-	ENSG00000163463.11	KRTCAP2	19.979134	0.9785835
2	-	ENSG00000163464.7	CXCR1	0	1
2	+	ENSG00000163466.15	ARPC2	410.76634	0.99483852
1	+	ENSG00000163467.11	TSACC	0.1825106	0.9940465
1	-	ENSG00000163468.14	CCT3	153.02644	0.90234188
1	+	ENSG00000163472.18	TMEM79	2.596857	0.83319566
1	-	ENSG00000163479.13	SSR2	140.82042	0.98283348
2	-	ENSG00000163481.7	RNF25	4.7463764	0.70801674
2	+	ENSG00000163482.11	STK36	0.5170267	0.021200722
1	+	ENSG00000163485.15	ADORA1	0	1
3	-	ENSG00000163491.16	NEK10	0.26630476	1
2	-	ENSG00000163492.14	CCDC141	1.2982272	0.95697588
2	-	ENSG00000163497.2	FEV	0	1
2	-	ENSG00000163499.11	CRYBA2	0	1
2	-	ENSG00000163501.6	IHH	0	1
3	-	ENSG00000163507.13	KIAA1524	6.236382	0.44241216
3	-	ENSG00000163508.12	EOMES	0	0.7152498
2	-	ENSG00000163510.13	CWC22	29.089468	0.56652998
3	-	ENSG00000163512.13	AZI2	10.230559	0.65590568
3	+	ENSG00000163513.17	TGFBR2	1.5274464	0.9499298
3	-	ENSG00000163515.6	RETNLB	0	1
2	+	ENSG00000163516.13	ANKZF1	22.859688	0.64303594
3	+	ENSG00000163517.14	HDAC11	0.78809642	0.93632238
1	-	ENSG00000163518.10	FCRL4	0.12059541	0.16136898
3	+	ENSG00000163519.13	TRAT1	0	0.99472772
3	+	ENSG00000163520.13	FBLN2	0.42778136	1
2	-	ENSG00000163521.15	GLB1L	1.2592376	0.4600606
3	+	ENSG00000163527.9	STT3B	142.91526	0.84393216
3	-	ENSG00000163528.12	CHCHD4	10.53625	0.96267372
3	-	ENSG00000163530.4	DPPA2	0	1
1	+	ENSG00000163531.15	NFASC	0	1
1	-	ENSG00000163534.14	FCRL1	0	1
2	+	ENSG00000163535.17	SGO2	19.692344	0.66700408
3	+	ENSG00000163536.12	SERPINI1	1.962899	0.9297025
3	-	ENSG00000163539.16	CLASP2	29.75535	0.75112816
2	-	ENSG00000163541.11	SUCLG1	67.858556	0.94838766
1	-	ENSG00000163545.8	NUAK2	0.3992946	0.91560014
1	-	ENSG00000163554.12	SPTA1	0	1
3	+	ENSG00000163558.12	PRKCI	7.7764388	0.79554746
1	+	ENSG00000163563.7	MNDA	1.52117576	0.77354014
1	+	ENSG00000163564.14	PYHIN1	0.61338232	0.80550064
1	+	ENSG00000163565.18	IFI16	129.95902	0.29421058
1	-	ENSG00000163568.14	AIM2	4.2888372	0.60443862
3	-	ENSG00000163576.17	EFHB	0.030734544	1
3	-	ENSG00000163577.7	EIF5A2	0.31241304	0.95406538
3	-	ENSG00000163581.13	SLC2A2	0	1
3	-	ENSG00000163584.17	RPL22L1	58.305896	0.91347424
2	-	ENSG00000163586.9	FABP1	0	1
3	+	ENSG00000163590.13	PPM1L	0.61925422	1
2	-	ENSG00000163596.16	ICA1L	2.8275422	0.87227276
2	+	ENSG00000163599.14	CTLA4	0	1
2	+	ENSG00000163600.12	ICOS	0	0.8736668
3	-	ENSG00000163602.9	RYBP	42.942504	0.9015863
3	+	ENSG00000163605.14	PPP4R2	61.163848	0.75086062
3	-	ENSG00000163606.10	CD200R1	0.49508702	0.42929436
3	+	ENSG00000163607.15	GTPBP8	5.8664964	0.82147274
3	-	ENSG00000163608.14	NEPRO	14.295674	0.62291924
3	-	ENSG00000163611.11	SPICE1	11.65452	0.66514848
3	-	ENSG00000163617.10	CCDC191	2.6767028	0.32739676
3	-	ENSG00000163618.17	CADPS	0	0.9924208
4	-	ENSG00000163623.9	NKX6-1	0	1
4	+	ENSG00000163624.5	CDS1	0.035383416	1
4	-	ENSG00000163625.15	WDFY3	0.2203988	1
4	-	ENSG00000163626.16	COX18	2.6248	0.51611908
4	+	ENSG00000163629.12	PTPN13	0.2396514	0.73348252
3	+	ENSG00000163630.10	SYNPR	0	1
4	+	ENSG00000163631.16	ALB	0	0.976153
3	+	ENSG00000163632.12	C3orf49	0.027345568	1
4	-	ENSG00000163633.10	C4orf36	0	0
3	-	ENSG00000163634.11	THOC7	41.00047	0.74681016
3	+	ENSG00000163635.17	ATXN7	21.658282	0.42960964
3	-	ENSG00000163636.10	PSMD6	45.366232	0.80821802
3	-	ENSG00000163637.11	PRICKLE2	0.28930236	0.9871908
3	-	ENSG00000163638.13	ADAMTS9	0	1
4	-	ENSG00000163644.14	PPM1K	30.227478	0.35103266
3	-	ENSG00000163645.14	ERICH6	0	1
3	-	ENSG00000163646.10	CLRN1	0.03814153	1
3	+	ENSG00000163655.15	GMPS	89.549154	0.88323104
3	+	ENSG00000163659.12	TIPARP	50.948862	0.88731836
3	-	ENSG00000163660.11	CCNL1	10.243638	0.65341482
3	+	ENSG00000163661.3	PTX3	0.023775788	1
3	-	ENSG00000163666.8	HESX1	1.05535484	0.60658592
3	-	ENSG00000163673.7	DCLK3	0	1
3	+	ENSG00000163681.14	SLMAP	38.485804	0.74100252
4	-	ENSG00000163682.15	RPL9	443.50328	0.91746322
4	-	ENSG00000163683.11	SMIM14	8.5249456	0.091869262
3	+	ENSG00000163684.11	RPP14	15.704056	0.74685474
3	+	ENSG00000163686.14	ABHD6	3.0879932	0.64441118
3	-	ENSG00000163687.13	DNASE1L3	1.2310804	0.40153722
3	-	ENSG00000163689.19	C3orf67	0.24647972	0.98285024
4	-	ENSG00000163694.14	RBM47	22.641906	0.56008972
4	-	ENSG00000163697.16	APBB2	1.2401062	0.90722132
3	+	ENSG00000163701.18	IL17RE	0	1
3	+	ENSG00000163702.18	IL17RC	0	0.72145856
3	+	ENSG00000163703.17	CRELD1	7.9713632	0.34322292
3	-	ENSG00000163704.11	PRRT3	6.2719426	0.47772142
3	-	ENSG00000163705.12	FANCD2OS	0	1
3	-	ENSG00000163710.7	PCOLCE2	0	1
3	+	ENSG00000163714.17	U2SURP	80.65695	0.67036478
3	+	ENSG00000163719.19	MTMR14	23.368456	0.60023586
3	+	ENSG00000163728.10	TTC14	27.028092	0.73776008
4	-	ENSG00000163734.4	CXCL3	0	1
4	-	ENSG00000163735.6	CXCL5	0	0.9512685
4	-	ENSG00000163736.3	PPBP	0	1
4	-	ENSG00000163737.3	PF4	0	1
4	+	ENSG00000163738.18	MTHFD2L	1.0313518	0.58996444
4	+	ENSG00000163739.4	CXCL1	0	1
4	-	ENSG00000163743.13	RCHY1	14.69844	0.8699886
3	-	ENSG00000163746.11	PLSCR2	0	1
4	-	ENSG00000163749.17	CCDC158	0	1
3	+	ENSG00000163751.3	CPA3	0	1
3	+	ENSG00000163754.17	GYG1	14.00166	0.92344626
3	+	ENSG00000163755.8	HPS3	12.911828	0.51163192
3	-	ENSG00000163762.6	TM4SF18	0	1
3	-	ENSG00000163781.12	TOPBP1	34.34882	0.28044656
3	-	ENSG00000163785.12	RYK	14.917908	0.75962078
3	+	ENSG00000163788.13	SNRK	18.396512	0.9124044
2	+	ENSG00000163792.6	TCF23	0.27306808	1
2	+	ENSG00000163793.12	DNAJC5G	0	1
2	-	ENSG00000163794.6	UCN	0.43276494	0.603366
2	-	ENSG00000163795.13	ZNF513	10.89156	0.62626078
2	+	ENSG00000163798.13	SLC4A1AP	26.039766	0.6043163
2	+	ENSG00000163803.12	PLB1	0.008166972	1
2	+	ENSG00000163806.15	SPDYA	0.25347986	1
3	-	ENSG00000163807.5	KIAA1143	31.999958	0.87374668
3	+	ENSG00000163808.16	KIF15	5.7570932	0.38068632
3	+	ENSG00000163810.11	TGM4	0	1
2	+	ENSG00000163811.11	WDR43	40.655982	0.46988856
3	-	ENSG00000163812.13	ZDHHC3	34.505896	0.9238275
3	-	ENSG00000163814.7	CDCP1	0.42094126	0.81456908
3	+	ENSG00000163815.5	CLEC3B	0	0.99510054
3	-	ENSG00000163817.15	SLC6A20	0.35139074	1
3	-	ENSG00000163818.16	LZTFL1	0.58750708	0.73330038
3	-	ENSG00000163820.14	FYCO1	13.39453	0.46029744
3	-	ENSG00000163823.3	CCR1	0.5262126	0.98312456
3	+	ENSG00000163825.3	RTP3	0	1
3	-	ENSG00000163827.12	LRRC2	0.46784042	1
3	-	ENSG00000163832.15	ELP6	15.183226	0.88875492
3	+	ENSG00000163833.7	FBXO40	0.30977304	1
3	+	ENSG00000163840.9	DTX3L	52.425174	0.5793801
3	-	ENSG00000163848.19	ZNF148	50.272208	0.80367256
3	-	ENSG00000163864.15	NMNAT3	0.02894622	1
1	-	ENSG00000163866.8	SMIM12	26.23304	0.97039994
1	-	ENSG00000163867.16	ZMYM6	8.5158534	0.3077452
3	-	ENSG00000163870.14	TPRA1	14.594174	0.57041222
3	+	ENSG00000163872.15	YEATS2	22.809914	0.23124244
1	-	ENSG00000163873.9	GRIK3	0	1
1	+	ENSG00000163874.9	ZC3H12A	0.8590295	0.023556154
1	-	ENSG00000163875.15	MEAF6	29.508676	0.9506845
1	-	ENSG00000163877.9	SNIP1	18.902024	0.75645626
1	+	ENSG00000163879.10	DNALI1	0	1
3	+	ENSG00000163882.9	POLR2H	36.14105	0.90557568
3	-	ENSG00000163884.3	KLF15	0.23224936	1
3	+	ENSG00000163885.11	CFAP100	0	1
3	-	ENSG00000163888.3	CAMK2N2	0	1
3	-	ENSG00000163898.9	LIPH	2.293235	0.77482128
3	-	ENSG00000163900.10	TMEM41A	22.061252	1
3	-	ENSG00000163902.11	RPN1	128.78216	0.90710872
3	+	ENSG00000163904.12	SENP2	16.007118	0.71450564
1	-	ENSG00000163909.7	HEYL	0.101648664	1
3	+	ENSG00000163913.11	IFT122	2.8986068	0.37642678
3	+	ENSG00000163914.4	RHO	0	1
3	-	ENSG00000163918.10	RFC4	20.904428	0.82176398
3	-	ENSG00000163923.9	RPL39L	5.882444	0.97946108
3	-	ENSG00000163930.9	BAP1	35.809004	0.41879494
3	-	ENSG00000163931.15	TKT	11.183066	0.040644308
3	+	ENSG00000163932.13	PRKCD	50.656192	0.40814546
3	-	ENSG00000163933.9	RFT1	19.354324	0.71654664
3	-	ENSG00000163935.13	SFMBT1	6.893498	0.42589678
3	+	ENSG00000163938.16	GNL3	76.661194	0.5872564
3	-	ENSG00000163939.18	PBRM1	35.083356	0.58773188
4	+	ENSG00000163945.15	UVSSA	6.9379884	0.31089186
3	-	ENSG00000163946.13	FAM208A	19.274186	0.43032098
3	-	ENSG00000163947.11	ARHGEF3	6.6852002	0.86518384
4	-	ENSG00000163950.12	SLBP	49.86275	0.8693291
4	-	ENSG00000163956.10	LRPAP1	17.266128	0.9698546
3	-	ENSG00000163958.13	ZDHHC19	0	1
3	+	ENSG00000163959.9	SLC51A	0.13172674	1
3	-	ENSG00000163960.11	UBXN7	63.601454	0.85800734
3	-	ENSG00000163961.4	RNF168	41.586376	0.69547806
3	+	ENSG00000163964.13	PIGX	16.07714	0.69687044
3	-	ENSG00000163975.11	MELTF	9.3040624	0.21767888
4	-	ENSG00000163982.5	OTOP1	0	1
4	+	ENSG00000163993.6	S100P	0	1
4	-	ENSG00000163995.19	ABLIM2	0.096837876	0.99643224
1	+	ENSG00000164002.11	EXO5	5.1125098	0.9145169
1	-	ENSG00000164007.10	CLDN19	0	1
1	+	ENSG00000164008.14	C1orf50	7.5500864	0.82169078
1	+	ENSG00000164010.13	ERMAP	0	0
1	+	ENSG00000164011.17	ZNF691	8.7448758	0.79023832
4	+	ENSG00000164022.16	AIMP1	55.920802	0.8918925
4	+	ENSG00000164023.14	SGMS2	0.20910798	0.90849904
4	+	ENSG00000164024.11	METAP1	55.465128	0.81823022
4	-	ENSG00000164031.16	DNAJB14	36.65563	0.68152058
4	-	ENSG00000164032.11	H2AFZ	186.89766	0.98758424
4	-	ENSG00000164035.9	EMCN	0.082667828	1
4	-	ENSG00000164037.16	SLC9B1	0.59271648	0.9119729
4	-	ENSG00000164038.14	SLC9B2	13.038262	0.5009966
4	-	ENSG00000164039.14	BDH2	10.15024	0.91723822
4	-	ENSG00000164040.16	PGRMC2	35.648868	0.97797988
3	-	ENSG00000164045.11	CDC25A	7.5891892	0.74641394
3	+	ENSG00000164047.4	CAMP	0.2292444	0.84386172
3	+	ENSG00000164048.13	ZNF589	23.618944	0.69037552
3	+	ENSG00000164049.14	FBXW12	0	1
3	-	ENSG00000164050.12	PLXNB1	0.61053128	0.069521994
3	-	ENSG00000164051.13	CCDC51	10.771218	0.93121802
3	+	ENSG00000164053.18	ATRIP	1.9422466	0.5325507
3	-	ENSG00000164054.15	SHISA5	85.463924	0.9775522
4	+	ENSG00000164056.10	SPRY1	0.81605652	0.9910858
3	+	ENSG00000164061.4	BSN	0.6144118	1
3	+	ENSG00000164062.12	APEH	29.994562	0.4895792
4	+	ENSG00000164066.12	INTU	3.915458	0.98926006
3	+	ENSG00000164068.15	RNF123	0.48421468	0.02059532
4	+	ENSG00000164070.11	HSPA4L	17.614766	0.33294294
4	-	ENSG00000164073.9	MFSD8	3.3018066	0.15057846
4	+	ENSG00000164074.14	ABHD18	1.12833572	0.05178236
3	-	ENSG00000164076.16	CAMKV	0	1
3	-	ENSG00000164077.13	MON1A	2.7662798	0.8172795
3	-	ENSG00000164078.12	MST1R	0.18415756	0.50276708
3	+	ENSG00000164080.13	RAD54L2	0	0
3	+	ENSG00000164081.12	TEX264	20.850184	0.96916676
3	+	ENSG00000164082.14	GRM2	0	1
3	-	ENSG00000164086.9	DUSP7	17.426588	0.93989286
3	-	ENSG00000164087.7	POC1A	9.2888446	0.73501928
3	+	ENSG00000164088.17	PPM1M	12.179104	0.62116782
4	-	ENSG00000164089.8	ETNPPL	0	1
3	-	ENSG00000164091.11	WDR82	103.45405	0.91306906
4	-	ENSG00000164093.15	PITX2	0	1
4	-	ENSG00000164096.12	C4orf3	55.589018	0.990038
4	-	ENSG00000164099.3	PRSS12	0.032987328	1
4	+	ENSG00000164100.8	NDST3	0	1
4	-	ENSG00000164104.11	HMGB2	253.01854	0.90803804
4	+	ENSG00000164105.3	SAP30	20.237088	0.83064146
4	-	ENSG00000164106.7	SCRG1	0.33809098	1
4	-	ENSG00000164107.8	HAND2	0	1
4	-	ENSG00000164109.13	MAD2L1	22.643682	0.93119872
4	-	ENSG00000164111.14	ANXA5	108.85746	0.90606332
4	-	ENSG00000164112.12	TMEM155	0	1
4	+	ENSG00000164113.10	ADAD1	0	1
4	-	ENSG00000164114.18	MAP9	4.2059814	0.7224116
4	+	ENSG00000164116.16	GUCY1A3	0.21924572	0.86794122
4	-	ENSG00000164117.13	FBXO8	11.993398	0.94742216
4	+	ENSG00000164118.12	CEP44	17.29049	0.6576573
4	-	ENSG00000164120.13	HPGD	0	1
4	-	ENSG00000164122.8	ASB5	0	1
4	-	ENSG00000164123.6	C4orf45	0	0
4	+	ENSG00000164124.10	TMEM144	0.09076035	0.89099846
4	-	ENSG00000164125.15	FAM198B	0.26634932	1
4	-	ENSG00000164128.6	NPY1R	0	1
4	+	ENSG00000164129.11	NPY5R	0	1
4	+	ENSG00000164134.12	NAA15	63.640118	0.81149648
4	+	ENSG00000164136.16	IL15	11.302606	0.83891194
4	+	ENSG00000164142.15	FAM160A1	0.040105316	0.97824804
4	+	ENSG00000164144.15	ARFIP1	13.649042	0.8256582
5	+	ENSG00000164151.11	ICE1	29.46677	0.4555037
4	+	ENSG00000164161.9	HHIP	0.107799754	0.9792646
4	-	ENSG00000164162.12	ANAPC10	7.5934476	0.82045546
4	+	ENSG00000164163.10	ABCE1	84.879556	0.76186308
4	-	ENSG00000164164.15	OTUD4	36.815666	0.45776922
4	+	ENSG00000164167.9	LSM6	13.030174	0.9228893
4	+	ENSG00000164168.7	TMEM184C	15.457344	0.53932532
4	-	ENSG00000164169.12	PRMT9	3.9022592	0.55184016
5	+	ENSG00000164171.10	ITGA2	0.3151001	1
5	-	ENSG00000164172.18	MOCS2	11.267108	0.95288606
5	-	ENSG00000164175.14	SLC45A2	0	1
5	-	ENSG00000164176.12	EDIL3	0.078396474	1
5	-	ENSG00000164180.13	TMEM161B	16.367062	0.667627
5	-	ENSG00000164181.13	ELOVL7	0.5371306	0.95080622
5	+	ENSG00000164182.10	NDUFAF2	11.30421	0.98689548
5	+	ENSG00000164185.5	ZNF474	0	1
5	-	ENSG00000164187.6	LMBRD2	10.357898	0.3275374
5	-	ENSG00000164188.8	RANBP3L	0	1
5	+	ENSG00000164190.16	NIPBL	31.745276	0.37982032
5	+	ENSG00000164197.11	RNF180	0.04179549	0.92085752
5	+	ENSG00000164199.15	ADGRV1	0.29882714	0.69960818
5	+	ENSG00000164209.16	SLC25A46	48.041814	0.91038312
5	-	ENSG00000164211.12	STARD4	90.802978	0.87495838
5	-	ENSG00000164219.9	PGGT1B	17.176218	0.64896878
5	-	ENSG00000164220.6	F2RL2	0.047959152	0.81282586
5	-	ENSG00000164221.12	CCDC112	1.0437774	0.87170664
5	+	ENSG00000164236.11	ANKRD33B	71.152918	0.90071788
5	-	ENSG00000164237.8	CMBL	6.3803394	0.87120836
5	-	ENSG00000164241.13	C5orf63	0.8855286	0.22942128
5	+	ENSG00000164244.20	PRRC1	56.353152	0.85255996
5	+	ENSG00000164251.4	F2RL1	0.033177488	1
5	+	ENSG00000164252.12	AGGF1	29.61194	0.65467052
5	-	ENSG00000164253.13	WDR41	30.628322	0.79877804
5	+	ENSG00000164256.10	PRDM9	0	1
5	+	ENSG00000164258.11	NDUFS4	31.27946	0.94774098
5	+	ENSG00000164265.8	SCGB3A2	0.098507054	1
5	-	ENSG00000164266.10	SPINK1	0	0.98696066
5	-	ENSG00000164270.17	HTR4	0	1
5	-	ENSG00000164283.12	ESM1	0	1
5	+	ENSG00000164284.14	GRPEL2	18.004652	0.94743768
5	-	ENSG00000164287.12	CDC20B	0	1
5	+	ENSG00000164291.16	ARSK	4.42541	0.66746894
5	+	ENSG00000164292.12	RHOBTB3	6.7383466	0.91307958
5	+	ENSG00000164294.13	GPX8	0	1
5	-	ENSG00000164296.6	TIGD6	4.0793566	1
5	+	ENSG00000164299.6	SPZ1	0	1
5	-	ENSG00000164300.15	SERINC5	3.1148364	0.79978972
4	-	ENSG00000164303.10	ENPP6	0.35025076	0.96225846
6	-	ENSG00000164304.15	CAGE1	0	1
4	-	ENSG00000164305.18	CASP3	44.05687	0.7158392
4	+	ENSG00000164306.10	PRIMPOL	3.2546148	0.35838144
5	-	ENSG00000164307.12	ERAP1	63.40037	0.61829466
5	+	ENSG00000164308.16	ERAP2	0.34970488	0.0093413548
5	+	ENSG00000164309.14	CMYA5	0.33588616	0.94955128
5	+	ENSG00000164318.17	EGFLAM	0	1
4	-	ENSG00000164323.12	CFAP97	61.447942	0.96745414
5	+	ENSG00000164325.7	TMEM174	0	1
5	+	ENSG00000164326.4	CARTPT	0	1
5	-	ENSG00000164327.12	RICTOR	7.1468762	0.047227148
5	+	ENSG00000164329.13	PAPD4	48.339448	0.55098128
5	-	ENSG00000164330.16	EBF1	2.982831	0.11872408
5	-	ENSG00000164331.9	ANKRA2	8.733875	0.47707856
5	+	ENSG00000164332.7	UBLCP1	16.234964	0.75864212
5	+	ENSG00000164334.15	FAM170A	0	1
5	+	ENSG00000164338.9	UTP15	7.5194532	0.4070484
4	+	ENSG00000164342.12	TLR3	0.068053672	1
4	+	ENSG00000164344.15	KLKB1	0	0.88133716
5	+	ENSG00000164346.9	NSA2	58.226288	0.86411192
5	-	ENSG00000164347.17	GFM2	20.962874	0.51879084
5	-	ENSG00000164362.18	TERT	0	0.9466777
5	+	ENSG00000164363.9	SLC6A18	0	1
5	-	ENSG00000164366.3	CCDC127	16.080492	1
6	+	ENSG00000164379.6	FOXQ1	0	1
6	+	ENSG00000164393.8	ADGRF2	0	1
5	-	ENSG00000164398.12	ACSL6	0.15393552	1
5	+	ENSG00000164399.4	IL3	0	1
5	+	ENSG00000164400.5	CSF2	0	0.95137294
5	-	ENSG00000164402.13	SEPT8	24.256326	0.55633022
5	-	ENSG00000164403.14	SHROOM1	2.2258466	0.41955506
5	-	ENSG00000164404.8	GDF9	0.56789588	0.98483298
5	+	ENSG00000164405.10	UQCRQ	33.27574	0.98659336
5	+	ENSG00000164406.7	LEAP2	0.82333988	0.876712
6	-	ENSG00000164411.11	GJB7	0	0
6	+	ENSG00000164414.16	SLC35A1	6.1328308	0.31927626
6	+	ENSG00000164418.19	GRIK2	0.052050304	1
6	-	ENSG00000164430.15	MB21D1	12.244608	0.88277548
6	+	ENSG00000164434.11	FABP7	0	1
5	+	ENSG00000164438.5	TLX3	0	1
6	-	ENSG00000164440.14	TXLNB	1.3598204	0.69686148
6	-	ENSG00000164442.9	CITED2	5.4012808	1
6	+	ENSG00000164451.13	FAM26D	0	1
6	-	ENSG00000164458.9	T	0.023861416	0.4574498
5	+	ENSG00000164463.12	CREBRF	17.456264	0.92336978
6	+	ENSG00000164465.18	DCBLD1	3.2050964	0.5132222
5	+	ENSG00000164466.12	SFXN1	86.467352	0.79471882
6	-	ENSG00000164483.16	SAMD3	0	1
6	+	ENSG00000164484.11	TMEM200A	0.52802202	0.037264522
6	-	ENSG00000164485.14	IL22RA2	0	0.98717302
6	-	ENSG00000164488.11	DACT2	0	1
6	-	ENSG00000164494.11	PDSS2	11.759756	0.6352674
7	+	ENSG00000164500.6	C7orf72	0	1
6	+	ENSG00000164506.14	STXBP5	10.0504498	0.49613548
6	-	ENSG00000164508.4	HIST1H2AA	0	1
5	+	ENSG00000164509.13	IL31RA	0	1
