chr	strand	gene_id	gene_symbol	omega_p2	rate_p2
2	-	ENSG00000163012.3	ZSWIM2	0	1
2	-	ENSG00000163013.11	FBXO41	4.7099848	0.7431514
2	+	ENSG00000163017.13	ACTG2	0.54968904	0.93630768
2	-	ENSG00000163026.11	WDCP	7.2629588	0.85477896
2	-	ENSG00000163029.15	SMC6	26.72162	0.66654908
2	+	ENSG00000163032.11	VSNL1	0.070723428	0.98950232
2	+	ENSG00000163040.14	CCDC74A	0.7941648	0.37303404
1	+	ENSG00000163041.9	H3F3A	119.01776	0.97935228
2	-	ENSG00000163046.15	ANKRD30BL	0	1
1	+	ENSG00000163050.16	ADCK3	3.3493088	0.61293216
2	-	ENSG00000163053.10	SLC16A14	0.075716568	1
2	+	ENSG00000163060.7	TEKT4	0	1
2	-	ENSG00000163064.6	EN1	5.9697692	1
4	-	ENSG00000163069.12	SGCB	74.290084	0.9113686
4	+	ENSG00000163071.10	SPATA18	7.2885104	0.65192112
2	+	ENSG00000163072.15	NOSTRIN	0.1126122	0.96622588
2	+	ENSG00000163075.12	CFAP221	0.11262292	1
2	+	ENSG00000163081.2	CCDC140	0	1
2	+	ENSG00000163082.9	SGPP2	0.2562386	1
2	+	ENSG00000163083.5	INHBB	0.15323028	0.94807192
2	+	ENSG00000163092.19	XIRP2	0.035938248	0.98897104
2	+	ENSG00000163093.11	BBS5	6.2469172	0.76544052
19	-	ENSG00000163098.4	BIRC8	0	1
4	+	ENSG00000163104.17	SMARCAD1	23.624008	0.54254044
4	-	ENSG00000163106.10	HPGDS	0	1
4	+	ENSG00000163110.14	PDLIM5	43.517204	0.59388664
4	+	ENSG00000163114.5	PDHA2	0	1
4	-	ENSG00000163116.9	STPG2	0	1
2	-	ENSG00000163121.9	NEURL3	0	1
1	+	ENSG00000163125.15	RPRD2	30.893328	0.93468536
2	-	ENSG00000163126.14	ANKRD23	0.12830256	0.66672868
1	-	ENSG00000163131.10	CTSS	0.91098516	0.94092088
4	+	ENSG00000163132.6	MSX1	8.4065256	1
4	+	ENSG00000163138.18	PACRGL	5.838966	0.8124404
1	+	ENSG00000163141.18	BNIPL	0.24822352	1
4	+	ENSG00000163145.12	C1QTNF7	0.086191676	0.97639216
1	+	ENSG00000163154.5	TNFAIP8L2	0	1
1	-	ENSG00000163155.11	LYSMD1	4.4358112	0.8565802
1	+	ENSG00000163156.11	SCNM1	7.995996	0.5714818
1	-	ENSG00000163157.14	TMOD4	0	1
1	-	ENSG00000163159.11	VPS72	14.457052	0.89675692
2	-	ENSG00000163161.12	ERCC3	33.709084	0.84866008
2	-	ENSG00000163162.8	RNF149	28.174928	0.91885756
2	-	ENSG00000163166.14	IWS1	37.31128	0.70933672
2	-	ENSG00000163170.11	BOLA3	6.5445492	0.96584456
2	-	ENSG00000163171.7	CDC42EP3	99.856056	1
1	-	ENSG00000163191.5	S100A11	245.43248	0.99248912
1	-	ENSG00000163202.4	LCE3D	0	1
1	+	ENSG00000163206.5	SMCP	0	1
1	+	ENSG00000163207.6	IVL	0.0390497	1
1	+	ENSG00000163209.14	SPRR3	0	1
2	-	ENSG00000163214.20	DHX57	13.956092	0.6227614
1	-	ENSG00000163216.6	SPRR2D	0	1
2	-	ENSG00000163217.1	BMP10	0	1
1	-	ENSG00000163218.14	PGLYRP4	0	1
2	+	ENSG00000163219.11	ARHGAP25	0	1
1	+	ENSG00000163220.10	S100A9	0.6805972	0.93574444
1	-	ENSG00000163221.8	S100A12	0	1
2	-	ENSG00000163235.15	TGFA	0	1
1	+	ENSG00000163239.12	TDRD10	0	1
2	+	ENSG00000163249.10	CCNYL1	14.127452	0.89399856
2	-	ENSG00000163251.3	FZD5	1.0498272	1
2	-	ENSG00000163254.4	CRYGC	0	1
4	-	ENSG00000163257.10	DCAF16	8.2149144	0.2270678
1	-	ENSG00000163263.6	C1orf189	0	1
2	-	ENSG00000163273.3	NPPC	0	1
4	-	ENSG00000163281.11	GNPDA2	19.453332	0.76177824
2	+	ENSG00000163283.6	ALPP	0	1
4	-	ENSG00000163285.7	GABRG1	0	1
2	+	ENSG00000163286.8	ALPPL2	0	1
4	+	ENSG00000163288.13	GABRB1	0	1
4	-	ENSG00000163291.14	PAQR3	0	0.78164132
4	+	ENSG00000163293.11	NIPAL1	0.31105164	1
2	+	ENSG00000163295.4	ALPI	0	1
4	-	ENSG00000163297.16	ANTXR2	41.877796	0.86617472
4	-	ENSG00000163312.10	HELQ	0	0
4	+	ENSG00000163319.10	MRPS18C	10.999076	0.93978316
3	-	ENSG00000163320.10	CGGBP1	76.526492	0.81973408
4	-	ENSG00000163322.13	FAM175A	2.9165848	0.6825584
2	-	ENSG00000163328.13	GPR155	3.8264332	0.81079528
2	+	ENSG00000163331.10	DAPL1	0	1
1	-	ENSG00000163344.5	PMVK	11.209504	0.96508856
1	-	ENSG00000163346.16	PBXIP1	15.209	0.65489464
3	-	ENSG00000163347.5	CLDN1	0.31880812	0.97227784
1	-	ENSG00000163348.3	PYGO2	18.216424	0.70336384
1	+	ENSG00000163349.21	HIPK1	31.963164	0.67783372
1	+	ENSG00000163352.5	LENEP	0	1
1	-	ENSG00000163354.14	DCST2	0	1
1	+	ENSG00000163357.10	DCST1	0	1
1	+	ENSG00000163362.10	C1orf106	0.040634116	1
1	-	ENSG00000163374.19	YY1AP1	33.95766	0.85039868
3	+	ENSG00000163376.11	KBTBD8	0.42336872	0.98209824
3	-	ENSG00000163377.15	FAM19A4	0	1
3	-	ENSG00000163378.13	EOGT	16.586792	0.58951064
3	-	ENSG00000163380.15	LMOD3	0.10410348	1
1	+	ENSG00000163382.11	NAXE	15.48918	0.78995132
3	+	ENSG00000163389.10	POGLUT1	10.186064	0.71152724
1	+	ENSG00000163393.12	SLC22A15	1.408388	0.05662242
4	-	ENSG00000163394.5	CCKAR	0	1
1	+	ENSG00000163395.16	IGFN1	0	0.9872464
1	+	ENSG00000163399.15	ATP1A1	237.17376	0.75705136
3	+	ENSG00000163406.10	SLC15A2	0.48144044	1
3	-	ENSG00000163412.12	EIF4E3	3.47466	0.94832736
3	-	ENSG00000163421.8	PROK2	0	1
3	+	ENSG00000163424.8	C3orf30	0	1
3	-	ENSG00000163428.3	LRRC58	45.444812	0.90770308
1	-	ENSG00000163431.12	LMOD1	2.5952352	0.79390832
1	+	ENSG00000163435.15	ELF3	0.12850144	0.8726452
4	-	ENSG00000163440.11	PDCL2	0	1
1	+	ENSG00000163444.11	TMEM183A	21.079452	0.45041472
2	+	ENSG00000163449.10	TMEM169	0.23920944	1
4	-	ENSG00000163453.11	IGFBP7	60.154852	0.97721524
1	+	ENSG00000163462.17	TRIM46	0.84010364	0.6284916
1	-	ENSG00000163463.11	KRTCAP2	39.7479	0.97588828
2	-	ENSG00000163464.7	CXCR1	0	1
2	+	ENSG00000163466.15	ARPC2	208.27944	0.99726204
1	+	ENSG00000163467.11	TSACC	0.1422514	1
1	-	ENSG00000163468.14	CCT3	125.474	0.90743748
1	+	ENSG00000163472.18	TMEM79	0.32166804	0.59027672
1	-	ENSG00000163479.13	SSR2	143.93188	0.95070608
2	-	ENSG00000163481.7	RNF25	6.8580184	0.7672544
2	+	ENSG00000163482.11	STK36	1.8367308	0.081820608
1	+	ENSG00000163485.15	ADORA1	0.0048400472	1
3	-	ENSG00000163491.16	NEK10	0.639528	0.95925308
2	-	ENSG00000163492.14	CCDC141	0	1
2	-	ENSG00000163497.2	FEV	0	1
2	-	ENSG00000163499.11	CRYBA2	0	1
2	-	ENSG00000163501.6	IHH	0	1
3	-	ENSG00000163507.13	KIAA1524	1.070562	0.68969388
3	-	ENSG00000163508.12	EOMES	0	1
2	-	ENSG00000163510.13	CWC22	16.81642	0.67486104
3	-	ENSG00000163512.13	AZI2	19.80364	0.82104052
3	+	ENSG00000163513.17	TGFBR2	363.90756	0.96372332
3	-	ENSG00000163515.6	RETNLB	0	1
2	+	ENSG00000163516.13	ANKZF1	6.6360028	0.58375884
3	+	ENSG00000163517.14	HDAC11	7.0518136	0.75678556
1	-	ENSG00000163518.10	FCRL4	0	1
3	+	ENSG00000163519.13	TRAT1	0	1
3	+	ENSG00000163520.13	FBLN2	112.80772	0.81841988
2	-	ENSG00000163521.15	GLB1L	2.6522732	0.4746862
3	+	ENSG00000163527.9	STT3B	116.225	0.90813764
3	-	ENSG00000163528.12	CHCHD4	6.7680336	0.91201728
3	-	ENSG00000163530.4	DPPA2	0	1
1	+	ENSG00000163531.15	NFASC	6.2758676	0.66591288
1	-	ENSG00000163534.14	FCRL1	0	1
2	+	ENSG00000163535.17	SGO2	3.9771156	0.82600176
3	+	ENSG00000163536.12	SERPINI1	0.60544316	0.96115368
3	-	ENSG00000163539.16	CLASP2	23.97606	0.88150368
2	-	ENSG00000163541.11	SUCLG1	32.075368	0.97957504
1	-	ENSG00000163545.8	NUAK2	4.0959476	0.55320548
1	-	ENSG00000163554.12	SPTA1	0	1
3	+	ENSG00000163558.12	PRKCI	9.9708496	0.85908028
1	+	ENSG00000163563.7	MNDA	0	1
1	+	ENSG00000163564.14	PYHIN1	0	0.96767172
1	+	ENSG00000163565.18	IFI16	66.030588	0.35857792
1	-	ENSG00000163568.14	AIM2	0	1
3	-	ENSG00000163576.17	EFHB	0.03023482	0.99032604
3	-	ENSG00000163577.7	EIF5A2	9.3370748	0.9016102
3	-	ENSG00000163581.13	SLC2A2	0	1
3	-	ENSG00000163584.17	RPL22L1	1.0385416	0.33914604
2	-	ENSG00000163586.9	FABP1	0	1
3	+	ENSG00000163590.13	PPM1L	0.82531476	1
2	-	ENSG00000163596.16	ICA1L	3.32747	0.90473964
2	+	ENSG00000163599.14	CTLA4	0	1
2	+	ENSG00000163600.12	ICOS	0	1
3	-	ENSG00000163602.9	RYBP	32.453876	0.87919056
3	+	ENSG00000163605.14	PPP4R2	34.203752	0.78156008
3	-	ENSG00000163606.10	CD200R1	0	1
3	+	ENSG00000163607.15	GTPBP8	6.0150292	0.87062564
3	-	ENSG00000163608.14	NEPRO	11.0082	0.57034812
3	-	ENSG00000163611.11	SPICE1	6.3043692	0.82849016
3	-	ENSG00000163617.10	CCDC191	1.7175764	0.81848984
3	-	ENSG00000163618.17	CADPS	0.050603236	0.97620348
4	-	ENSG00000163623.9	NKX6-1	0	1
4	+	ENSG00000163624.5	CDS1	0.04058014	1
4	-	ENSG00000163625.15	WDFY3	31.656852	0.3931686
4	-	ENSG00000163626.16	COX18	1.1354564	0.40739104
4	+	ENSG00000163629.12	PTPN13	28.813232	0.46124784
3	+	ENSG00000163630.10	SYNPR	0	1
4	+	ENSG00000163631.16	ALB	0	0.966277
3	+	ENSG00000163632.12	C3orf49	0	1
4	-	ENSG00000163633.10	C4orf36	0	0
3	-	ENSG00000163634.11	THOC7	25.797104	0.83803748
3	+	ENSG00000163635.17	ATXN7	16.886128	0.65278904
3	-	ENSG00000163636.10	PSMD6	28.2428	0.7391798
3	-	ENSG00000163637.11	PRICKLE2	26.087528	0.79681972
3	-	ENSG00000163638.13	ADAMTS9	0.37994668	0.15376888
4	-	ENSG00000163644.14	PPM1K	6.4856212	0.49266768
3	-	ENSG00000163645.14	ERICH6	0	1
3	-	ENSG00000163646.10	CLRN1	0	1
3	+	ENSG00000163655.15	GMPS	37.309296	0.90126916
3	+	ENSG00000163659.12	TIPARP	29.519612	0.92978448
3	-	ENSG00000163660.11	CCNL1	8.39251	0.68615404
3	-	ENSG00000163666.8	HESX1	0.21059228	0.84103724
3	-	ENSG00000163673.7	DCLK3	0	1
3	+	ENSG00000163681.14	SLMAP	30.366536	0.7641786
4	-	ENSG00000163682.15	RPL9	118.8576	0.94637008
4	-	ENSG00000163683.11	SMIM14	10.126068	0.9907868
3	+	ENSG00000163684.11	RPP14	15.737784	0.71542904
3	+	ENSG00000163686.14	ABHD6	3.3770272	0.6548304
3	-	ENSG00000163687.13	DNASE1L3	0.14323588	0.992434
3	-	ENSG00000163689.19	C3orf67	1.2696888	0.97365408
4	-	ENSG00000163694.14	RBM47	0.39450484	0.99331756
4	-	ENSG00000163697.16	APBB2	64.71324	0.81565212
3	+	ENSG00000163701.18	IL17RE	0.21129528	0.47113768
3	+	ENSG00000163702.18	IL17RC	6.0143328	0.44782336
3	+	ENSG00000163703.17	CRELD1	5.990496	0.39166528
3	-	ENSG00000163704.11	PRRT3	2.2971304	0.75740228
3	-	ENSG00000163705.12	FANCD2OS	0	1
3	-	ENSG00000163710.7	PCOLCE2	0	0.96371368
3	+	ENSG00000163714.17	U2SURP	43.246952	0.78512436
3	+	ENSG00000163719.19	MTMR14	12.902652	0.61254564
3	+	ENSG00000163728.10	TTC14	21.493848	0.78125144
4	-	ENSG00000163734.4	CXCL3	0.50339132	1
4	-	ENSG00000163735.6	CXCL5	5.4574956	0.68704872
4	-	ENSG00000163736.3	PPBP	0	1
4	-	ENSG00000163737.3	PF4	0.09731208	0.86179668
4	+	ENSG00000163738.18	MTHFD2L	0.74475232	0.87843492
4	+	ENSG00000163739.4	CXCL1	2.1915928	0.30755328
4	-	ENSG00000163743.13	RCHY1	6.4204152	0.82125956
3	-	ENSG00000163746.11	PLSCR2	0	1
4	-	ENSG00000163749.17	CCDC158	0	1
3	+	ENSG00000163751.3	CPA3	0.001060552	0.9692318
3	+	ENSG00000163754.17	GYG1	24.356552	0.95293304
3	+	ENSG00000163755.8	HPS3	11.135916	0.43271348
3	-	ENSG00000163762.6	TM4SF18	0.026088636	1
3	-	ENSG00000163781.12	TOPBP1	15.380116	0.48964808
3	-	ENSG00000163785.12	RYK	56.576168	0.91602744
3	+	ENSG00000163788.13	SNRK	13.885716	0.5629398
2	+	ENSG00000163792.6	TCF23	0.10614644	1
2	+	ENSG00000163793.12	DNAJC5G	0	1
2	-	ENSG00000163794.6	UCN	0.24045376	0.7283842
2	-	ENSG00000163795.13	ZNF513	10.143908	0.70258652
2	+	ENSG00000163798.13	SLC4A1AP	18.811652	0.6917996
2	+	ENSG00000163803.12	PLB1	0.073038644	1
2	+	ENSG00000163806.15	SPDYA	0.1174642	1
3	-	ENSG00000163807.5	KIAA1143	26.650856	0.90623552
3	+	ENSG00000163808.16	KIF15	8.936136e-07	0.600767
3	+	ENSG00000163810.11	TGM4	0	0.99451936
2	+	ENSG00000163811.11	WDR43	27.646268	0.721099
3	-	ENSG00000163812.13	ZDHHC3	50.70928	0.92657032
3	-	ENSG00000163814.7	CDCP1	2.1972044	0.84936664
3	+	ENSG00000163815.5	CLEC3B	2.4894636	0.9898138
3	-	ENSG00000163817.15	SLC6A20	0.14611304	1
3	-	ENSG00000163818.16	LZTFL1	8.2990768	0.76062976
3	-	ENSG00000163820.14	FYCO1	22.42254	0.82430224
3	-	ENSG00000163823.3	CCR1	0	1
3	+	ENSG00000163825.3	RTP3	0	1
3	-	ENSG00000163827.12	LRRC2	1.0407432	0.769182
3	-	ENSG00000163832.15	ELP6	8.4325436	0.983512
3	+	ENSG00000163833.7	FBXO40	0.027322048	1
3	+	ENSG00000163840.9	DTX3L	19.34742	0.62523584
3	-	ENSG00000163848.19	ZNF148	36.636676	0.90580532
3	-	ENSG00000163864.15	NMNAT3	0	1
1	-	ENSG00000163866.8	SMIM12	18.398448	1
1	-	ENSG00000163867.16	ZMYM6	5.3940836	0.4045914
3	-	ENSG00000163870.14	TPRA1	24.709232	0.65899436
3	+	ENSG00000163872.15	YEATS2	18.855464	0.31526756
1	-	ENSG00000163873.9	GRIK3	0	1
1	+	ENSG00000163874.9	ZC3H12A	0.28746364	0.016273776
1	-	ENSG00000163875.15	MEAF6	25.807288	0.9521948
1	-	ENSG00000163877.9	SNIP1	15.237672	0.91582052
1	+	ENSG00000163879.10	DNALI1	0.96607896	0.9011608
3	+	ENSG00000163882.9	POLR2H	21.989376	0.9290478
3	-	ENSG00000163884.3	KLF15	2.0598428	0.76471584
3	+	ENSG00000163885.11	CFAP100	0	1
3	-	ENSG00000163888.3	CAMK2N2	0.11154128	0.82050284
3	-	ENSG00000163898.9	LIPH	0.16934232	1
3	-	ENSG00000163900.10	TMEM41A	16.187368	1
3	-	ENSG00000163902.11	RPN1	138.28584	0.92681184
3	+	ENSG00000163904.12	SENP2	12.54908	0.7011404
1	-	ENSG00000163909.7	HEYL	0.36084864	0.95626616
3	+	ENSG00000163913.11	IFT122	3.7492864	0.47104992
3	+	ENSG00000163914.4	RHO	0	1
3	-	ENSG00000163918.10	RFC4	5.1231768	0.81950016
3	-	ENSG00000163923.9	RPL39L	3.3912992	0.9761072
3	-	ENSG00000163930.9	BAP1	36.40424	0.57728192
3	-	ENSG00000163931.15	TKT	5.3436812	0.0330094
3	+	ENSG00000163932.13	PRKCD	9.0793092	0.47386584
3	-	ENSG00000163933.9	RFT1	20.549236	0.84586964
3	-	ENSG00000163935.13	SFMBT1	3.3870852	0.7435384
3	+	ENSG00000163938.16	GNL3	44.237472	0.62717004
3	-	ENSG00000163939.18	PBRM1	39.484984	0.70447408
4	+	ENSG00000163945.15	UVSSA	3.3487656	0.38470968
3	-	ENSG00000163946.13	FAM208A	5.2256316	0.28443124
3	-	ENSG00000163947.11	ARHGEF3	1.9277608	0.87443388
4	-	ENSG00000163950.12	SLBP	34.708032	0.93265056
4	-	ENSG00000163956.10	LRPAP1	30.425928	0.98085004
3	-	ENSG00000163958.13	ZDHHC19	0	1
3	+	ENSG00000163959.9	SLC51A	0.039157216	1
3	-	ENSG00000163960.11	UBXN7	39.511684	0.88399708
3	-	ENSG00000163961.4	RNF168	14.204428	0.82441124
3	+	ENSG00000163964.13	PIGX	7.0251332	0.72252356
3	-	ENSG00000163975.11	MELTF	1.196222	0.14988464
4	-	ENSG00000163982.5	OTOP1	0	1
4	+	ENSG00000163993.6	S100P	0	0.97986168
4	-	ENSG00000163995.19	ABLIM2	0.060375984	0.93366284
1	+	ENSG00000164002.11	EXO5	4.3511424	0.92415696
1	-	ENSG00000164007.10	CLDN19	0	1
1	+	ENSG00000164008.14	C1orf50	3.8333996	0.90135596
1	+	ENSG00000164010.13	ERMAP	3.17377	0.22294048
1	+	ENSG00000164011.17	ZNF691	5.0352824	0.85028844
4	+	ENSG00000164022.16	AIMP1	38.400156	0.7430454
4	+	ENSG00000164023.14	SGMS2	25.475848	0.62542488
4	+	ENSG00000164024.11	METAP1	34.06808	0.78899348
4	-	ENSG00000164031.16	DNAJB14	24.899264	0.75539284
4	-	ENSG00000164032.11	H2AFZ	50.8042	0.99086376
4	-	ENSG00000164035.9	EMCN	0.15679072	0.9274948
4	-	ENSG00000164037.16	SLC9B1	0.19339148	1
4	-	ENSG00000164038.14	SLC9B2	13.149752	0.714699
4	-	ENSG00000164039.14	BDH2	11.416932	0.88887504
4	-	ENSG00000164040.16	PGRMC2	84.42882	0.9876248
3	-	ENSG00000164045.11	CDC25A	0.95140984	0.80867532
3	+	ENSG00000164047.4	CAMP	0	1
3	+	ENSG00000164048.13	ZNF589	5.75419	0.98183376
3	+	ENSG00000164049.14	FBXW12	0	1
3	-	ENSG00000164050.12	PLXNB1	2.6913728	0.099390008
3	-	ENSG00000164051.13	CCDC51	9.0088476	0.94577088
3	+	ENSG00000164053.18	ATRIP	1.6335944	0.39924648
3	-	ENSG00000164054.15	SHISA5	96.242552	0.97452516
4	+	ENSG00000164056.10	SPRY1	2.0004072	0.99172664
3	+	ENSG00000164061.4	BSN	0.33969936	1
3	+	ENSG00000164062.12	APEH	18.297188	0.47390176
4	+	ENSG00000164066.12	INTU	8.0533908	0.79602472
3	+	ENSG00000164068.15	RNF123	1.9379004	0.068286648
4	+	ENSG00000164070.11	HSPA4L	2.7023948	0.69651892
4	-	ENSG00000164073.9	MFSD8	6.2681616	0.43498092
4	+	ENSG00000164074.14	ABHD18	0.24564472	0.018602252
3	-	ENSG00000164076.16	CAMKV	0	1
3	-	ENSG00000164077.13	MON1A	6.2815672	0.83285404
3	-	ENSG00000164078.12	MST1R	0.021574132	1
3	+	ENSG00000164080.13	RAD54L2	16.541088	0.651742
3	+	ENSG00000164081.12	TEX264	25.887764	0.98456292
3	+	ENSG00000164082.14	GRM2	0	1
3	-	ENSG00000164086.9	DUSP7	21.023072	0.95568928
3	-	ENSG00000164087.7	POC1A	1.7649392	0.90356576
3	+	ENSG00000164088.17	PPM1M	6.04823	0.5936648
4	-	ENSG00000164089.8	ETNPPL	0	1
3	-	ENSG00000164091.11	WDR82	86.085504	0.91323572
4	-	ENSG00000164093.15	PITX2	1.4121296	0.90393736
4	-	ENSG00000164096.12	C4orf3	84.969012	0.99204088
4	-	ENSG00000164099.3	PRSS12	6.7649824	0.81378832
4	+	ENSG00000164100.8	NDST3	0	1
4	-	ENSG00000164104.11	HMGB2	27.755204	0.92704088
4	+	ENSG00000164105.3	SAP30	5.622258	0.84364184
4	-	ENSG00000164106.7	SCRG1	0.27234804	1
4	-	ENSG00000164107.8	HAND2	5.4510688	0.3193854
4	-	ENSG00000164109.13	MAD2L1	1.7825532	0.9425244
4	-	ENSG00000164111.14	ANXA5	497.6014	0.92621716
4	-	ENSG00000164112.12	TMEM155	0.51345392	0.74086628
4	+	ENSG00000164113.10	ADAD1	0	1
4	-	ENSG00000164114.18	MAP9	13.133764	0.7447174
4	+	ENSG00000164116.16	GUCY1A3	0.000801361051840001	0.99306848
4	-	ENSG00000164117.13	FBXO8	8.692262	0.97928248
4	+	ENSG00000164118.12	CEP44	10.026824	0.70586424
4	-	ENSG00000164120.13	HPGD	0	0.95366588
4	-	ENSG00000164122.8	ASB5	0.028314584	0.9765898
4	-	ENSG00000164123.6	C4orf45	0	0
4	+	ENSG00000164124.10	TMEM144	1.174868	0.90346856
4	-	ENSG00000164125.15	FAM198B	20.20428	0.8678074
4	-	ENSG00000164128.6	NPY1R	0.022534664	1
4	+	ENSG00000164129.11	NPY5R	0	1
4	+	ENSG00000164134.12	NAA15	36.677332	0.88258852
4	+	ENSG00000164136.16	IL15	2.1044772	0.8454846
4	+	ENSG00000164142.15	FAM160A1	0.11195988	1
4	+	ENSG00000164144.15	ARFIP1	26.180848	0.75945044
5	+	ENSG00000164151.11	ICE1	30.477864	0.21992092
4	+	ENSG00000164161.9	HHIP	0.35422724	0.8165848
4	-	ENSG00000164162.12	ANAPC10	4.0712752	0.77497668
4	+	ENSG00000164163.10	ABCE1	53.279656	0.81846288
4	-	ENSG00000164164.15	OTUD4	35.1998	0.65532696
4	+	ENSG00000164167.9	LSM6	3.1761516	0.97084972
4	+	ENSG00000164168.7	TMEM184C	31.638584	0.72648764
4	-	ENSG00000164169.12	PRMT9	2.8283212	0.55442844
5	+	ENSG00000164171.10	ITGA2	5.8372228	0.59700708
5	-	ENSG00000164172.18	MOCS2	20.7307	0.97658604
5	-	ENSG00000164175.14	SLC45A2	0	1
5	-	ENSG00000164176.12	EDIL3	0.6033684	0.98823728
5	-	ENSG00000164180.13	TMEM161B	6.0980364	0.7571694
5	-	ENSG00000164181.13	ELOVL7	0.078998776	1
5	+	ENSG00000164182.10	NDUFAF2	14.013568	0.9555024
5	+	ENSG00000164185.5	ZNF474	0.082978584	1
5	-	ENSG00000164187.6	LMBRD2	12.817528	0.70885004
5	-	ENSG00000164188.8	RANBP3L	0.033237108	0.62620412
5	+	ENSG00000164190.16	NIPBL	23.066536	0.57708476
5	+	ENSG00000164197.11	RNF180	0.5351018	0.9842714
5	+	ENSG00000164199.15	ADGRV1	0.10685384	1
5	+	ENSG00000164209.16	SLC25A46	23.1626	0.96738408
5	-	ENSG00000164211.12	STARD4	15.72546	0.92313924
5	-	ENSG00000164219.9	PGGT1B	10.731172	0.58556752
5	-	ENSG00000164220.6	F2RL2	0.1958092	0.99353952
5	-	ENSG00000164221.12	CCDC112	4.9076404	0.78617064
5	+	ENSG00000164236.11	ANKRD33B	6.3813412	0.9355334
5	-	ENSG00000164237.8	CMBL	14.422796	0.87535936
5	-	ENSG00000164241.13	C5orf63	0	0
5	+	ENSG00000164244.20	PRRC1	84.118956	0.94480196
5	+	ENSG00000164251.4	F2RL1	0.068003172	1
5	+	ENSG00000164252.12	AGGF1	26.085172	0.8129996
5	-	ENSG00000164253.13	WDR41	25.163628	0.81201088
5	+	ENSG00000164256.10	PRDM9	0	1
5	+	ENSG00000164258.11	NDUFS4	21.393692	0.8435356
5	+	ENSG00000164265.8	SCGB3A2	0	1
5	-	ENSG00000164266.10	SPINK1	0	0.98449372
5	-	ENSG00000164270.17	HTR4	0	1
5	-	ENSG00000164283.12	ESM1	0.09461608	0.97615172
5	+	ENSG00000164284.14	GRPEL2	9.5713012	0.95767536
5	-	ENSG00000164287.12	CDC20B	0	1
5	+	ENSG00000164291.16	ARSK	5.1513072	0.64826028
5	+	ENSG00000164292.12	RHOBTB3	66.023924	0.7913422
5	+	ENSG00000164294.13	GPX8	52.186284	0.97983248
5	-	ENSG00000164296.6	TIGD6	6.4077756	1
5	+	ENSG00000164299.6	SPZ1	0	1
5	-	ENSG00000164300.15	SERINC5	13.275644	0.92649488
4	-	ENSG00000164303.10	ENPP6	0.0494409	1
6	-	ENSG00000164304.15	CAGE1	0	1
4	-	ENSG00000164305.18	CASP3	24.208148	0.80979764
4	+	ENSG00000164306.10	PRIMPOL	4.814678	0.51378396
5	-	ENSG00000164307.12	ERAP1	19.220072	0.55613952
5	+	ENSG00000164308.16	ERAP2	1.9218856	0.78944244
5	+	ENSG00000164309.14	CMYA5	0.54929296	0.82922076
5	+	ENSG00000164318.17	EGFLAM	0.17488752	0.947977
4	-	ENSG00000164323.12	CFAP97	45.471144	0.98809284
5	+	ENSG00000164325.7	TMEM174	0	1
5	+	ENSG00000164326.4	CARTPT	0	1
5	-	ENSG00000164327.12	RICTOR	9.0637088	0.24894164
5	+	ENSG00000164329.13	PAPD4	28.549984	0.62282984
5	-	ENSG00000164330.16	EBF1	8.9144032	0.44364344
5	-	ENSG00000164331.9	ANKRA2	4.4070616	0.34695708
5	+	ENSG00000164332.7	UBLCP1	17.561068	0.75218624
5	+	ENSG00000164334.15	FAM170A	0	1
5	+	ENSG00000164338.9	UTP15	6.5373224	0.51931184
4	+	ENSG00000164342.12	TLR3	2.1987928	0.5030974
4	+	ENSG00000164344.15	KLKB1	0	0.81836676
5	+	ENSG00000164346.9	NSA2	29.62112	0.83335724
5	-	ENSG00000164347.17	GFM2	18.758028	0.67592316
5	-	ENSG00000164362.18	TERT	0	1
5	+	ENSG00000164363.9	SLC6A18	0	1
5	-	ENSG00000164366.3	CCDC127	19.127456	1
6	+	ENSG00000164379.6	FOXQ1	0.021858924	1
6	+	ENSG00000164393.8	ADGRF2	0	1
5	-	ENSG00000164398.12	ACSL6	0.084113364	1
5	+	ENSG00000164399.4	IL3	0	1
5	+	ENSG00000164400.5	CSF2	0	0.85943712
5	-	ENSG00000164402.13	SEPT8	50.30282	0.78959608
5	-	ENSG00000164403.14	SHROOM1	3.6165992	0.59369304
5	-	ENSG00000164404.8	GDF9	0.10957412	0.9623624
5	+	ENSG00000164405.10	UQCRQ	34.985148	0.985421
5	+	ENSG00000164406.7	LEAP2	0.28937952	0.9379584
6	-	ENSG00000164411.11	GJB7	0	0
6	+	ENSG00000164414.16	SLC35A1	9.6963776	0.54933648
6	+	ENSG00000164418.19	GRIK2	0.20559776	0.96966548
6	-	ENSG00000164430.15	MB21D1	3.6101888	0.9234822
6	+	ENSG00000164434.11	FABP7	0	1
5	+	ENSG00000164438.5	TLX3	0	1
6	-	ENSG00000164440.14	TXLNB	0.058225672	0.95312064
6	-	ENSG00000164442.9	CITED2	210.40652	0.80950868
6	+	ENSG00000164451.13	FAM26D	0	1
6	-	ENSG00000164458.9	T	0	1
5	+	ENSG00000164463.12	CREBRF	6.4193128	0.93198208
6	+	ENSG00000164465.18	DCBLD1	14.95234	0.46306104
5	+	ENSG00000164466.12	SFXN1	24.322096	0.77977776
6	-	ENSG00000164483.16	SAMD3	0.134815	0.98067416
